# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  589       3.065664277803e-10       2.205455882929e-12       3.835127357410e-12       1.016405147786e-14       4.325632878056e-14       2.052390814309e-15      -3.556437392326e-16 
  590       3.054308781085e-10       2.242311751936e-12       3.857796886280e-12       1.017698766707e-14       4.299095792932e-14       2.082246729235e-15      -3.634488270051e-16 
  591       3.042877403083e-10       2.279462495106e-12       3.876237423902e-12       1.018971761486e-14       4.272758954528e-14       2.112387676194e-15      -3.711698339520e-16 
  592       3.031375510306e-10       2.316894751851e-12       3.890448041237e-12       1.020224342597e-14       4.246621417325e-14       2.142808677652e-15      -3.788057893973e-16 
  593       3.019808541290e-10       2.354594965656e-12       3.900428238592e-12       1.021456725078e-14       4.220682185808e-14       2.173504671343e-15      -3.863557214783e-16 
  594       3.008182006885e-10       2.392549383245e-12       3.906177948050e-12       1.022669128552e-14       4.194940214198e-14       2.204470509896e-15      -3.938186571590e-16 
  595       2.996501490554e-10       2.430744053738e-12       3.907697535909e-12       1.023861777250e-14       4.169394406165e-14       2.235700960453e-15      -4.011936222445e-16 
  596       2.984772648670e-10       2.469164827814e-12       3.904987805111e-12       1.025034900030e-14       4.144043614563e-14       2.267190704306e-15      -4.084796413947e-16 
  597       2.973001210810e-10       2.507797356876e-12       3.898049997681e-12       1.026188730400e-14       4.118886641142e-14       2.298934336513e-15      -4.156757381381e-16 
  598       2.961192980053e-10       2.546627092210e-12       3.886885797157e-12       1.027323506535e-14       4.093922236282e-14       2.330926365527e-15      -4.227809348860e-16 
  599       2.949353833274e-10       2.585639284148e-12       3.871497331030e-12       1.028439471303e-14       4.069149098708e-14       2.363161212826e-15      -4.297942529463e-16 
  600       2.937489721438e-10       2.624818981231e-12       3.851887173169e-12       1.029536872282e-14       4.044565875219e-14       2.395633212531e-15      -4.367147125373e-16 
  601       2.925606669900e-10       2.664151029368e-12       3.828058346266e-12       1.030615961783e-14       4.020171160408e-14       2.428336611037e-15      -4.435413328016e-16 
  602       2.913710778700e-10       2.703620071001e-12       3.800014324260e-12       1.031676996871e-14       3.995963496388e-14       2.461265566637e-15      -4.502731318204e-16 
  603       2.901808222855e-10       2.743210544267e-12       3.767759034781e-12       1.032720239384e-14       3.971941372515e-14       2.494414149150e-15      -4.569091266270e-16 
  604       2.889905252659e-10       2.782906682157e-12       3.731296861575e-12       1.033745955957e-14       3.948103225109e-14       2.527776339541e-15      -4.634483332207e-16 
  605       2.878008193977e-10       2.822692511680e-12       3.690632646945e-12       1.034754418039e-14       3.924447437181e-14       2.561346029553e-15      -4.698897665811e-16 
  606       2.866123448542e-10       2.862551853027e-12       3.645771694181e-12       1.035745901919e-14       3.900972338154e-14       2.595117021329e-15      -4.762324406818e-16 
  607       2.854257494248e-10       2.902468318729e-12       3.596719769998e-12       1.036720688742e-14       3.877676203588e-14       2.629083027041e-15      -4.824753685041e-16 
  608       2.842416885450e-10       2.942425312822e-12       3.543483106965e-12       1.037679064534e-14       3.854557254902e-14       2.663237668510e-15      -4.886175620514e-16 
  609       2.830608253256e-10       2.982406030006e-12       3.486068405944e-12       1.038621320218e-14       3.831613659098e-14       2.697574476838e-15      -4.946580323626e-16 
  610       2.818838305825e-10       3.022393454812e-12       3.424482838523e-12       1.039547751643e-14       3.808843528487e-14       2.732086892029e-15      -5.005957895264e-16 
  611       2.807113828662e-10       3.062370360757e-12       3.358734049449e-12       1.040458659595e-14       3.786244920406e-14       2.766768262619e-15      -5.064298426951e-16 
  612       2.795441684914e-10       3.102319309514e-12       3.288830159062e-12       1.041354349826e-14       3.763815836950e-14       2.801611845297e-15      -5.121592000984e-16 
  613       2.783828815667e-10       3.142222650067e-12       3.214779765731e-12       1.042235133071e-14       3.741554224689e-14       2.836610804534e-15      -5.177828690575e-16 
  614       2.772282240239e-10       3.182062517876e-12       3.136591948287e-12       1.043101325070e-14       3.719457974393e-14       2.871758212209e-15      -5.232998559990e-16 
  615       2.760809056478e-10       3.221820834040e-12       3.054276268457e-12       1.043953246589e-14       3.697524920758e-14       2.907047047231e-15      -5.287091664685e-16 
  616       2.749416441059e-10       3.261479304457e-12       2.967842773299e-12       1.044791223441e-14       3.675752842126e-14       2.942470195169e-15      -5.340098051449e-16 
  617       2.738111649775e-10       3.301019418987e-12       2.877301997636e-12       1.045615586506e-14       3.654139460211e-14       2.978020447875e-15      -5.392007758543e-16 
  618       2.726902017838e-10       3.340422450615e-12       2.782664966489e-12       1.046426671754e-14       3.632682439821e-14       3.013690503112e-15      -5.442810815838e-16 
  619       2.715794960174e-10       3.379669454609e-12       2.683943197513e-12       1.047224820263e-14       3.611379388581e-14       3.049472964176e-15      -5.492497244951e-16 
  620       2.704797971714e-10       3.418741267688e-12       2.581148703430e-12       1.048010378243e-14       3.590227856659e-14       3.085360339526e-15      -5.541057059392e-16 
  621       2.693918627696e-10       3.457618507178e-12       2.474293994465e-12       1.048783697055e-14       3.569225336488e-14       3.121345042407e-15      -5.588480264695e-16 
  622       2.683163802496e-10       3.496283046877e-12       2.363398928036e-12       1.049545126741e-14       3.548369626719e-14       3.157418486407e-15      -5.634760075085e-16 
  623       2.672537305432e-10       3.534722484288e-12       2.248511429112e-12       1.050294996404e-14       3.527659934017e-14       3.193568349615e-15      -5.679902645924e-16 
  624       2.662042190161e-10       3.572925776376e-12       2.129687260051e-12       1.051033633408e-14       3.507095796528e-14       3.229781245634e-15      -5.723917569527e-16 
  625       2.651681531186e-10       3.610881771962e-12       2.006983221824e-12       1.051761369851e-14       3.486676721824e-14       3.266043621199e-15      -5.766814680406e-16 
  626       2.641458423904e-10       3.648579211339e-12       1.880457158570e-12       1.052478542580e-14       3.466402186738e-14       3.302341755520e-15      -5.808604056409e-16 
  627       2.631375984665e-10       3.686006725896e-12       1.750167962149e-12       1.053185493212e-14       3.446271637199e-14       3.338661759629e-15      -5.849296019853e-16 
  628       2.621437350823e-10       3.723152837735e-12       1.616175576699e-12       1.053882568151e-14       3.426284488070e-14       3.374989575724e-15      -5.888901138660e-16 
  629       2.611645680788e-10       3.760005959289e-12       1.478541003189e-12       1.054570118612e-14       3.406440122984e-14       3.411310976518e-15      -5.927430227493e-16 
  630       2.602004154086e-10       3.796554392943e-12       1.337326303974e-12       1.055248500633e-14       3.386737894180e-14       3.447611564580e-15      -5.964894348888e-16 
  631       2.592515971406e-10       3.832786330655e-12       1.192594607348e-12       1.055918075098e-14       3.367177122339e-14       3.483876771688e-15      -6.001304814395e-16 
  632       2.583184354659e-10       3.868689853572e-12       1.044410112102e-12       1.056579207758e-14       3.347757096421e-14       3.520091858165e-15      -6.036673185706e-16 
  633       2.574012547028e-10       3.904252931650e-12       8.928380920761e-13       1.057232269243e-14       3.328477073500e-14       3.556241912236e-15      -6.071011275798e-16 
  634       2.565003813024e-10       3.939463423273e-12       7.379449007150e-13       1.057877635089e-14       3.309336278602e-14       3.592311849362e-15      -6.104331150061e-16 
  635       2.556161438539e-10       3.974309074877e-12       5.797979756218e-13       1.058515685750e-14       3.290333904538e-14       3.628286411596e-15      -6.136645127439e-16 
  636       2.547488730902e-10       4.008777520561e-12       4.184658431136e-13       1.059146806623e-14       3.271469111746e-14       3.664150166921e-15      -6.167965781562e-16 
  637       2.538989018929e-10       4.042856281714e-12       2.540181227753e-13       1.059771388061e-14       3.252741028120e-14       3.699887508602e-15      -6.198305941881e-16 
  638       2.530665652978e-10       4.076532766629e-12       8.652553201488e-14       1.060389825397e-14       3.234148748854e-14       3.735482654527e-15      -6.227678694806e-16 
  639       2.522522005006e-10       4.109794270125e-12      -8.394010938256e-14       1.061002518961e-14       3.215691336272e-14       3.770919646555e-15      -6.256097384839e-16 
  640       2.514561468619e-10       4.142627973166e-12      -2.573058746998e-13       1.061609874099e-14       3.197367819666e-14       3.806182349860e-15      -6.283575615710e-16 
  641       2.506787459127e-10       4.175020942478e-12      -4.334977257331e-13       1.062212301189e-14       3.179177195135e-14       3.841254452281e-15      -6.310127251510e-16 
  642       2.499203413599e-10       4.206960130173e-12      -6.124405082376e-13       1.062810215667e-14       3.161118425418e-14       3.876119463661e-15      -6.335766417832e-16 
  643       2.491812790914e-10       4.238432373363e-12      -7.940579473725e-13       1.063404038038e-14       3.143190439731e-14       3.910760715200e-15      -6.360507502900e-16 
  644       2.484619071820e-10       4.269424393784e-12      -9.782726431467e-13       1.063994193901e-14       3.125392133604e-14       3.945161358794e-15      -6.384365158707e-16 
  645       2.477625758982e-10       4.299922797409e-12      -1.165006065864e-12       1.064581113964e-14       3.107722368717e-14       3.979304366388e-15      -6.407354302150e-16 
  646       2.470836377038e-10       4.329914074077e-12      -1.354178551569e-12       1.065165234067e-14       3.090179972737e-14       4.013172529313e-15      -6.429490116166e-16 
  647       2.464254472655e-10       4.359384597101e-12      -1.545709297492e-12       1.065746995196e-14       3.072763739152e-14       4.046748457640e-15      -6.450788050867e-16 
  648       2.457883614579e-10       4.388320622897e-12      -1.739516357493e-12       1.066326843505e-14       3.055472427110e-14       4.080014579520e-15      -6.471263824673e-16 
  649       2.451727393693e-10       4.416708290596e-12      -1.935516637511e-12       1.066905230336e-14       3.038304761253e-14       4.112953140535e-15      -6.490933425450e-16 
  650       2.445789423065e-10       4.444533621669e-12      -2.133625891006e-12       1.067482612233e-14       3.021259431554e-14       4.145546203036e-15      -6.509813111644e-16 
  651       2.440073338011e-10       4.471782519543e-12      -2.333758714404e-12       1.068059450968e-14       3.004335093155e-14       4.177775645498e-15      -6.527919413418e-16 
  652       2.434582796138e-10       4.498440769218e-12      -2.535828542546e-12       1.068636213555e-14       2.987530366201e-14       4.209623161858e-15      -6.545269133782e-16 
  653       2.429321477405e-10       4.524494036895e-12      -2.739747644130e-12       1.069213372268e-14       2.970843835676e-14       4.241070260866e-15      -6.561879349736e-16 
  654       2.424293084176e-10       4.549927869584e-12      -2.945427117158e-12       1.069791404665e-14       2.954274051242e-14       4.272098265428e-15      -6.577767413398e-16 
  655       2.419501341271e-10       4.574727694732e-12      -3.152776884379e-12       1.070370793602e-14       2.937819527073e-14       4.302688311951e-15      -6.592950953146e-16 
  656       2.414949996023e-10       4.598878819838e-12      -3.361705688740e-12       1.070952027257e-14       2.921478741691e-14       4.332821349692e-15      -6.607447874747e-16 
  657       2.410642818329e-10       4.622366432074e-12      -3.572121088824e-12       1.071535599142e-14       2.905250137804e-14       4.362478140101e-15      -6.621276362494e-16 
  658       2.406583600706e-10       4.645175597904e-12      -3.783929454302e-12       1.072122008128e-14       2.889132122141e-14       4.391639256167e-15      -6.634454880346e-16 
  659       2.402776158343e-10       4.667291262701e-12      -3.997035961374e-12       1.072711758463e-14       2.873123065289e-14       4.420285081767e-15      -6.647002173057e-16 
  660       2.399224329158e-10       4.688698250371e-12      -4.211344588216e-12       1.073305359788e-14       2.857221301529e-14       4.448395811006e-15      -6.658937267312e-16 
  661       2.395931218837e-10       4.709383427707e-12      -4.426761596541e-12       1.073903280127e-14       2.841425362837e-14       4.475955861221e-15      -6.670274918515e-16 
  662       2.392896917577e-10       4.729342250630e-12      -4.643206069767e-12       1.074505803681e-14       2.825734686888e-14       4.502967220117e-15      -6.681011838623e-16 
  663       2.390120733105e-10       4.748572361554e-12      -4.860599598229e-12       1.075113169935e-14       2.810148924344e-14       4.529436391666e-15      -6.691140166852e-16 
  664       2.387601940969e-10       4.767071437929e-12      -5.078862810507e-12       1.075725620409e-14       2.794667705998e-14       4.555370009655e-15      -6.700651996418e-16 
  665       2.385339784393e-10       4.784837192453e-12      -5.297915369831e-12       1.076343398670e-14       2.779290642678e-14       4.580774838243e-15      -6.709539374426e-16 
  666       2.383333474116e-10       4.801867373286e-12      -5.517675970481e-12       1.076966750332e-14       2.764017325145e-14       4.605657772516e-15      -6.717794301753e-16 
  667       2.381582188247e-10       4.818159764264e-12      -5.738062334192e-12       1.077595923065e-14       2.748847323997e-14       4.630025839047e-15      -6.725408732936e-16 
  668       2.380085072103e-10       4.833712185108e-12      -5.958991206549e-12       1.078231166603e-14       2.733780189565e-14       4.653886196446e-15      -6.732374576056e-16 
  669       2.378841238065e-10       4.848522491643e-12      -6.180378353395e-12       1.078872732743e-14       2.718815451817e-14       4.677246135922e-15      -6.738683692629e-16 
  670       2.377849765416e-10       4.862588576006e-12      -6.402138557226e-12       1.079520875360e-14       2.703952620257e-14       4.700113081836e-15      -6.744327897486e-16 
  671       2.377109700193e-10       4.875908366858e-12      -6.624185613600e-12       1.080175850405e-14       2.689191183826e-14       4.722494592258e-15      -6.749298958665e-16 
  672       2.376620055034e-10       4.888479829604e-12      -6.846432327530e-12       1.080837915919e-14       2.674530610802e-14       4.744398359521e-15      -6.753588597293e-16 
  673       2.376379809021e-10       4.900300966597e-12      -7.068790509893e-12       1.081507332030e-14       2.659970348700e-14       4.765832210782e-15      -6.757188487477e-16 
  674       2.376387907531e-10       4.911369817359e-12      -7.291170973825e-12       1.082184360967e-14       2.645509824173e-14       4.786804108573e-15      -6.760090256185e-16 
  675       2.376643262080e-10       4.921684458787e-12      -7.513483531129e-12       1.082869267063e-14       2.631148442914e-14       4.807322151360e-15      -6.762285483134e-16 
  676       2.377144750171e-10       4.931243005371e-12      -7.735636988669e-12       1.083562316759e-14       2.616885589555e-14       4.827394574097e-15      -6.763765700680e-16 
  677       2.377891215140e-10       4.940043609405e-12      -7.957539144778e-12       1.084263778613e-14       2.602720627565e-14       4.847029748786e-15      -6.764522393699e-16 
  678       2.378881466002e-10       4.948084461198e-12      -8.179096785655e-12       1.084973923306e-14       2.588652899157e-14       4.866236185028e-15      -6.764546999476e-16 
  679       2.380114277302e-10       4.955363789292e-12      -8.400215681770e-12       1.085693023646e-14       2.574681725181e-14       4.885022530583e-15      -6.763830907592e-16 
  680       2.381588388957e-10       4.961879860670e-12      -8.620800584261e-12       1.086421354575e-14       2.560806405031e-14       4.903397571925e-15      -6.762365459806e-16 
  681       2.383302506103e-10       4.967630980970e-12      -8.840755221339e-12       1.087159193176e-14       2.547026216539e-14       4.921370234798e-15      -6.760141949949e-16 
  682       2.385255298946e-10       4.972615494700e-12      -9.059982294689e-12       1.087906818676e-14       2.533340415883e-14       4.938949584769e-15      -6.757151623801e-16 
  683       2.387445402604e-10       4.976831785450e-12      -9.278383475869e-12       1.088664512459e-14       2.519748237480e-14       4.956144827793e-15      -6.753385678986e-16 
  684       2.389871416958e-10       4.980278276103e-12      -9.495859402715e-12       1.089432558062e-14       2.506248893893e-14       4.972965310757e-15      -6.748835264852e-16 
  685       2.392531906493e-10       4.982953429050e-12      -9.712309675739e-12       1.090211241191e-14       2.492841575725e-14       4.989420522047e-15      -6.743491482360e-16 
  686       2.395425400152e-10       4.984855746403e-12      -9.927632854532e-12       1.091000849718e-14       2.479525451525e-14       5.005520092097e-15      -6.737345383970e-16 
  687       2.398550391176e-10       4.985983770208e-12      -1.014172645417e-11       1.091801673695e-14       2.466299667688e-14       5.021273793948e-15      -6.730387973527e-16 
  688       2.401905336958e-10       4.986336082655e-12      -1.035448694160e-11       1.092614005355e-14       2.453163348350e-14       5.036691543806e-15      -6.722610206148e-16 
  689       2.405488658880e-10       4.985911306295e-12      -1.056580973206e-11       1.093438139120e-14       2.440115595295e-14       5.051783401592e-15      -6.714002988105e-16 
  690       2.409298742172e-10       4.984708104250e-12      -1.077558918547e-11       1.094274371607e-14       2.427155487852e-14       5.066559571505e-15      -6.704557176718e-16 
  691       2.413333935745e-10       4.982725180429e-12      -1.098371860284e-11       1.095123001632e-14       2.414282082796e-14       5.081030402574e-15      -6.694263580235e-16 
  692       2.417592552052e-10       4.979961279737e-12      -1.119009022266e-11       1.095984330221e-14       2.401494414250e-14       5.095206389215e-15      -6.683112957721e-16 
  693       2.422072866923e-10       4.976415188290e-12      -1.139459521733e-11       1.096858660608e-14       2.388791493583e-14       5.109098171787e-15      -6.671096018943e-16 
  694       2.426773119417e-10       4.972085733630e-12      -1.159712368950e-11       1.097746298251e-14       2.376172309313e-14       5.122716537149e-15      -6.658203424258e-16 
  695       2.431691511671e-10       4.966971784932e-12      -1.179756466854e-11       1.098647550830e-14       2.363635827004e-14       5.136072419217e-15      -6.644425784499e-16 
  696       2.436826208741e-10       4.961072253225e-12      -1.199580610692e-11       1.099562728256e-14       2.351180989172e-14       5.149176899515e-15      -6.629753660859e-16 
  697       2.442175338454e-10       4.954386091597e-12      -1.219173487658e-11       1.100492142677e-14       2.338806715178e-14       5.162041207739e-15      -6.614177564779e-16 
  698       2.447736991251e-10       4.946912295414e-12      -1.238523676537e-11       1.101436108486e-14       2.326511901137e-14       5.174676722305e-15      -6.597687957836e-16 
  699       2.453509220036e-10       4.938649902530e-12      -1.257619647344e-11       1.102394942322e-14       2.314295419811e-14       5.187094970913e-15      -6.580275251627e-16 
  700       2.459489762998e-10       4.929599502306e-12      -1.276450894529e-11       1.103368906010e-14       2.302156274246e-14       5.199305114224e-15      -6.561933901333e-16 
  701       2.465675206053e-10       4.919767796733e-12      -1.295011363223e-11       1.104358034044e-14       2.290094062380e-14       5.211306338279e-15      -6.542674780213e-16 
  702       2.472061802651e-10       4.909163134743e-12      -1.313296093651e-11       1.105362302521e-14       2.278108521915e-14       5.223095304716e-15      -6.522513062650e-16 
  703       2.478645749001e-10       4.897794012582e-12      -1.331300093948e-11       1.106381685876e-14       2.266199377398e-14       5.234668653229e-15      -6.501464154705e-16 
  704       2.485423183849e-10       4.885669074400e-12      -1.349018340073e-11       1.107416156880e-14       2.254366340162e-14       5.246023001513e-15      -6.479543695002e-16 
  705       2.492390188259e-10       4.872797112826e-12      -1.366445775728e-11       1.108465686625e-14       2.242609108262e-14       5.257154945197e-15      -6.456767555617e-16 
  706       2.499542785390e-10       4.859187069553e-12      -1.383577312277e-11       1.109530244522e-14       2.230927366413e-14       5.268061057793e-15      -6.433151842964e-16 
  707       2.506876940276e-10       4.844848035919e-12      -1.400407828662e-11       1.110609798289e-14       2.219320785928e-14       5.278737890630e-15      -6.408712898683e-16 
  708       2.514388559604e-10       4.829789253492e-12      -1.416932171320e-11       1.111704313946e-14       2.207789024659e-14       5.289181972801e-15      -6.383467300529e-16 
  709       2.522073491495e-10       4.814020114646e-12      -1.433145154100e-11       1.112813755804e-14       2.196331726930e-14       5.299389811096e-15      -6.357431863256e-16 
  710       2.529927525281e-10       4.797550163147e-12      -1.449041558181e-11       1.113938086461e-14       2.184948523480e-14       5.309357889949e-15      -6.330623639508e-16 
  711       2.537946391285e-10       4.780389094737e-12      -1.464616131991e-11       1.115077266791e-14       2.173639031399e-14       5.319082671375e-15      -6.303059920703e-16 
  712       2.546125760600e-10       4.762546757708e-12      -1.479863591121e-11       1.116231255937e-14       2.162402854063e-14       5.328560594914e-15      -6.274758237923e-16 
  713       2.554461244868e-10       4.744033153492e-12      -1.494778618246e-11       1.117400011304e-14       2.151239581079e-14       5.337788077568e-15      -6.245736362802e-16 
  714       2.562948396058e-10       4.724858437241e-12      -1.509355863039e-11       1.118583488549e-14       2.140148788216e-14       5.346761513743e-15      -6.216012308408e-16 
  715       2.571582706248e-10       4.705032918405e-12      -1.523589942089e-11       1.119781641576e-14       2.129130037348e-14       5.355477275189e-15      -6.185604330138e-16 
  716       2.580359607399e-10       4.684567061317e-12      -1.537475438821e-11       1.120994422525e-14       2.118182876390e-14       5.363931710944e-15      -6.154530926599e-16 
  717       2.589274471140e-10       4.663471485776e-12      -1.551006903411e-11       1.122221781766e-14       2.107306839235e-14       5.372121147270e-15      -6.122810840500e-16 
  718       2.598322608543e-10       4.641756967627e-12      -1.564178852704e-11       1.123463667892e-14       2.096501445697e-14       5.380041887596e-15      -6.090463059535e-16 
  719       2.607499269901e-10       4.619434439342e-12      -1.576985770130e-11       1.124720027707e-14       2.085766201440e-14       5.387690212458e-15      -6.057506817276e-16 
  720       2.616799644512e-10       4.596514990605e-12      -1.589422105624e-11       1.125990806223e-14       2.075100597927e-14       5.395062379441e-15      -6.023961594054e-16 
  721       2.626218860454e-10       4.573009868891e-12      -1.601482275542e-11       1.127275946649e-14       2.064504112350e-14       5.402154623116e-15      -5.989847117851e-16 
  722       2.635751984364e-10       4.548930480050e-12      -1.613160662577e-11       1.128575390386e-14       2.053976207571e-14       5.408963154986e-15      -5.955183365186e-16 
  723       2.645394021220e-10       4.524288388886e-12      -1.624451615678e-11       1.129889077014e-14       2.043516332059e-14       5.415484163422e-15      -5.919990562002e-16 
  724       2.655139914118e-10       4.499095319745e-12      -1.635349449968e-11       1.131216944290e-14       2.033123919830e-14       5.421713813607e-15      -5.884289184554e-16 
  725       2.664984544049e-10       4.473363157088e-12      -1.645848446660e-11       1.132558928135e-14       2.022798390385e-14       5.427648247471e-15      -5.848099960295e-16 
  726       2.674922729683e-10       4.447103946080e-12      -1.655942852974e-11       1.133914962629e-14       2.012539148644e-14       5.433283583641e-15      -5.811443868767e-16 
  727       2.684949227144e-10       4.420329893170e-12      -1.665626882054e-11       1.135284980005e-14       2.002345584891e-14       5.438615917372e-15      -5.774342142484e-16 
  728       2.695058729789e-10       4.393053366672e-12      -1.674894712890e-11       1.136668910636e-14       1.992217074704e-14       5.443641320494e-15      -5.736816267820e-16 
  729       2.705245867991e-10       4.365286897347e-12      -1.683740490229e-11       1.138066683029e-14       1.982152978901e-14       5.448355841349e-15      -5.698887985901e-16 
  730       2.715505208913e-10       4.337043178986e-12      -1.692158324495e-11       1.139478223820e-14       1.972152643471e-14       5.452755504734e-15      -5.660579293485e-16 
  731       2.725831256291e-10       4.308335068991e-12      -1.700142291707e-11       1.140903457763e-14       1.962215399519e-14       5.456836311841e-15      -5.621912443858e-16 
  732       2.736218450209e-10       4.279175588956e-12      -1.707686433396e-11       1.142342307722e-14       1.952340563197e-14       5.460594240196e-15      -5.582909947712e-16 
  733       2.746661166884e-10       4.249577925252e-12      -1.714784756523e-11       1.143794694667e-14       1.942527435648e-14       5.464025243602e-15      -5.543594574042e-16 
  734       2.757153718439e-10       4.219555429605e-12      -1.721431233394e-11       1.145260537659e-14       1.932775302941e-14       5.467125252078e-15      -5.503989351023e-16 
  735       2.767690352684e-10       4.189121619683e-12      -1.727619801579e-11       1.146739753850e-14       1.923083436010e-14       5.469890171800e-15      -5.464117566909e-16 
  736       2.778265252897e-10       4.158290179671e-12      -1.733344363831e-11       1.148232258469e-14       1.913451090589e-14       5.472315885043e-15      -5.424002770910e-16 
  737       2.788872537600e-10       4.127074960858e-12      -1.738598787998e-11       1.149737964817e-14       1.903877507157e-14       5.474398250119e-15      -5.383668774086e-16 
  738       2.799506260342e-10       4.095489982219e-12      -1.743376906949e-11       1.151256784259e-14       1.894361910871e-14       5.476133101319e-15      -5.343139650230e-16 
  739       2.810160720709e-10       4.063549319688e-12      -1.747673724098e-11       1.152788596031e-14       1.884903614240e-14       5.477516944402e-15      -5.302435516028e-16 
  740       2.820831404560e-10       4.031266770416e-12      -1.751489056285e-11       1.154333156030e-14       1.875502327507e-14       5.478549058237e-15      -5.261559778369e-16 
  741       2.831514061910e-10       3.998656183038e-12      -1.754823962635e-11       1.155890186208e-14       1.866157854274e-14       5.479229434523e-15      -5.220511637086e-16 
  742       2.842204397229e-10       3.965731568941e-12      -1.757679545638e-11       1.157459404579e-14       1.856869989277e-14       5.479558086090e-15      -5.179290282855e-16 
  743       2.852898069285e-10       3.932507102815e-12      -1.760056951328e-11       1.159040525206e-14       1.847638518349e-14       5.479535046997e-15      -5.137894897153e-16 
  744       2.863590690993e-10       3.898997123215e-12      -1.761957369467e-11       1.160633258183e-14       1.838463218381e-14       5.479160372621e-15      -5.096324652220e-16 
  745       2.874277829261e-10       3.865216133115e-12      -1.763382033726e-11       1.162237309623e-14       1.829343857280e-14       5.478434139750e-15      -5.054578711019e-16 
  746       2.884955004839e-10       3.831178800470e-12      -1.764332221870e-11       1.163852381645e-14       1.820280193935e-14       5.477356446680e-15      -5.012656227200e-16 
  747       2.895617692167e-10       3.796899958768e-12      -1.764809255934e-11       1.165478172355e-14       1.811271978169e-14       5.475927413306e-15      -4.970556345057e-16 
  748       2.906261319217e-10       3.762394607593e-12      -1.764814502409e-11       1.167114375836e-14       1.802318950709e-14       5.474147181214e-15      -4.928278199495e-16 
  749       2.916881267347e-10       3.727677913178e-12      -1.764349372425e-11       1.168760682129e-14       1.793420843139e-14       5.472015913776e-15      -4.885820915984e-16 
  750       2.927472871144e-10       3.692765208964e-12      -1.763415321928e-11       1.170416777222e-14       1.784577377867e-14       5.469533796243e-15      -4.843183610528e-16 
  751       2.938031418275e-10       3.657671996160e-12      -1.762013851867e-11       1.172082343036e-14       1.775788268079e-14       5.466701035838e-15      -4.800365389619e-16 
  752       2.948552149330e-10       3.622413944295e-12      -1.760146508374e-11       1.173757057407e-14       1.767053217706e-14       5.463517861849e-15      -4.757365350203e-16 
  753       2.959030257672e-10       3.587006891782e-12      -1.757814882944e-11       1.175440594072e-14       1.758371921380e-14       5.459984525724e-15      -4.714182579640e-16 
  754       2.969460889284e-10       3.551466846470e-12      -1.755020612619e-11       1.177132622660e-14       1.749744064397e-14       5.456101301160e-15      -4.670816155664e-16 
  755       2.979839142616e-10       3.515809986205e-12      -1.751765380171e-11       1.178832808669e-14       1.741169322677e-14       5.451868484201e-15      -4.627265146347e-16 
  756       2.990160068431e-10       3.480052659384e-12      -1.748050914282e-11       1.180540813457e-14       1.732647362726e-14       5.447286393329e-15      -4.583528610055e-16 
  757       3.000418669657e-10       3.444211385517e-12      -1.743878989724e-11       1.182256294227e-14       1.724177841591e-14       5.442355369557e-15      -4.539605595416e-16 
  758       3.010609901227e-10       3.408302855782e-12      -1.739251427546e-11       1.183978904012e-14       1.715760406829e-14       5.437075776524e-15      -4.495495141276e-16 
  759       3.020728669934e-10       3.372343933581e-12      -1.734170095252e-11       1.185708291658e-14       1.707394696462e-14       5.431448000585e-15      -4.451196276663e-16 
  760       3.030769834273e-10       3.336351655100e-12      -1.728636906984e-11       1.187444101813e-14       1.699080338938e-14       5.425472450909e-15      -4.406708020746e-16 
  761       3.040728204289e-10       3.300343229866e-12      -1.722653823704e-11       1.189185974912e-14       1.690816953095e-14       5.419149559566e-15      -4.362029382798e-16 
  762       3.050598541427e-10       3.264336041304e-12      -1.716222853377e-11       1.190933547158e-14       1.682604148117e-14       5.412479781627e-15      -4.317159362157e-16 
  763       3.060375558376e-10       3.228347647293e-12      -1.709346051150e-11       1.192686450516e-14       1.674441523498e-14       5.405463595252e-15      -4.272096948186e-16 
  764       3.070053918921e-10       3.192395780728e-12      -1.702025519536e-11       1.194444312688e-14       1.666328669002e-14       5.398101501786e-15      -4.226841120236e-16 
  765       3.079628237785e-10       3.156498350071e-12      -1.694263408596e-11       1.196206757109e-14       1.658265164622e-14       5.390394025851e-15      -4.181390847607e-16 
  766       3.089093080477e-10       3.120673439914e-12      -1.686061916122e-11       1.197973402924e-14       1.650250580542e-14       5.382341715441e-15      -4.135745089505e-16 
  767       3.098442963144e-10       3.084939311536e-12      -1.677423287814e-11       1.199743864978e-14       1.642284477099e-14       5.373945142013e-15      -4.089902795010e-16 
  768       3.107672352414e-10       3.049314403455e-12      -1.668349817469e-11       1.201517753801e-14       1.634366404739e-14       5.365204900581e-15      -4.043862903034e-16 
