# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1213       1.299668239133e-10       2.606912052786e-12       7.348892154929e-13       1.264955934285e-14       2.814442402340e-15       1.285200939535e-16      -5.849609723441e-17 
 1214       1.293792413479e-10       2.630632892569e-12       7.471297693328e-13       1.263937568955e-14       2.805226723306e-15       1.319954950299e-16      -5.962526844232e-17 
 1215       1.287919452565e-10       2.654456554176e-12       7.571702200194e-13       1.262910218771e-14       2.796047874828e-15       1.354685216613e-16      -6.074322319714e-17 
 1216       1.282050983116e-10       2.678372516643e-12       7.650233016170e-13       1.261874132160e-14       2.786905720991e-15       1.389404401748e-16      -6.184978905211e-17 
 1217       1.276188642098e-10       2.702370188410e-12       7.707018861901e-13       1.260829559279e-14       2.777800123441e-15       1.424125254655e-16      -6.294479275646e-17 
 1218       1.270334076748e-10       2.726438907171e-12       7.742189841243e-13       1.259776752017e-14       2.768730941377e-15       1.458860610144e-16      -6.402806025401e-17 
 1219       1.264488944588e-10       2.750567939737e-12       7.755877444465e-13       1.258715963998e-14       2.759698031545e-15       1.493623389057e-16      -6.509941668178e-17 
 1220       1.258654913448e-10       2.774746481883e-12       7.748214551467e-13       1.257647450586e-14       2.750701248232e-15       1.528426598451e-16      -6.615868636856e-17 
 1221       1.252833661487e-10       2.798963658206e-12       7.719335434979e-13       1.256571468891e-14       2.741740443261e-15       1.563283331776e-16      -6.720569283352e-17 
 1222       1.247026877214e-10       2.823208521978e-12       7.669375763775e-13       1.255488277765e-14       2.732815465982e-15       1.598206769051e-16      -6.824025878477e-17 
 1223       1.241236259507e-10       2.847470055001e-12       7.598472605877e-13       1.254398137814e-14       2.723926163266e-15       1.633210177043e-16      -6.926220611802e-17 
 1224       1.235463517632e-10       2.871737167461e-12       7.506764431766e-13       1.253301311398e-14       2.715072379501e-15       1.668306909444e-16      -7.027135591510e-17 
 1225       1.229710371269e-10       2.895998697785e-12       7.394391117591e-13       1.252198062633e-14       2.706253956586e-15       1.703510407053e-16      -7.126752844261e-17 
 1226       1.223978550529e-10       2.920243412489e-12       7.261493948374e-13       1.251088657396e-14       2.697470733919e-15       1.738834197951e-16      -7.225054315047e-17 
 1227       1.218269795973e-10       2.944460006040e-12       7.108215621219e-13       1.249973363330e-14       2.688722548397e-15       1.774291897680e-16      -7.322021867054e-17 
 1228       1.212585858637e-10       2.968637100704e-12       6.934700248521e-13       1.248852449844e-14       2.680009234408e-15       1.809897209421e-16      -7.417637281522e-17 
 1229       1.206928500049e-10       2.992763246407e-12       6.741093361177e-13       1.247726188123e-14       2.671330623822e-15       1.845663924173e-16      -7.511882257601e-17 
 1230       1.201299492250e-10       3.016826920582e-12       6.527541911786e-13       1.246594851122e-14       2.662686545988e-15       1.881605920930e-16      -7.604738412216e-17 
 1231       1.195700617817e-10       3.040816528027e-12       6.294194277867e-13       1.245458713578e-14       2.654076827727e-15       1.917737166861e-16      -7.696187279918e-17 
 1232       1.190133669881e-10       3.064720400763e-12       6.041200265060e-13       1.244318052011e-14       2.645501293323e-15       1.954071717487e-16      -7.786210312753e-17 
 1233       1.184600452149e-10       3.088526797882e-12       5.768711110337e-13       1.243173144724e-14       2.636959764521e-15       1.990623716858e-16      -7.874788880114e-17 
 1234       1.179102778924e-10       3.112223905403e-12       5.476879485209e-13       1.242024271813e-14       2.628452060517e-15       2.027407397734e-16      -7.961904268602e-17 
 1235       1.173642475126e-10       3.135799836132e-12       5.165859498937e-13       1.240871715165e-14       2.619977997952e-15       2.064437081762e-16      -8.047537681889e-17 
 1236       1.168221376311e-10       3.159242629506e-12       4.835806701735e-13       1.239715758464e-14       2.611537390909e-15       2.101727179654e-16      -8.131670240574e-17 
 1237       1.162841328695e-10       3.182540251459e-12       4.486878087985e-13       1.238556687195e-14       2.603130050904e-15       2.139292191364e-16      -8.214282982041e-17 
 1238       1.157504189171e-10       3.205680594268e-12       4.119232099438e-13       1.237394788645e-14       2.594755786879e-15       2.177146706269e-16      -8.295356860322e-17 
 1239       1.152211825332e-10       3.228651476409e-12       3.733028628426e-13       1.236230351911e-14       2.586414405197e-15       2.215305403345e-16      -8.374872745956e-17 
 1240       1.146966115490e-10       3.251440642416e-12       3.328429021073e-13       1.235063667899e-14       2.578105709635e-15       2.253783051347e-16      -8.452811425845e-17 
 1241       1.141768948698e-10       3.274035762728e-12       2.905596080495e-13       1.233895029329e-14       2.569829501381e-15       2.292594508984e-16      -8.529153603116e-17 
 1242       1.136622224768e-10       3.296424433549e-12       2.464694070016e-13       1.232724730741e-14       2.561585579021e-15       2.331754725102e-16      -8.603879896980e-17 
 1243       1.131527854295e-10       3.318594176703e-12       2.005888716373e-13       1.231553068496e-14       2.553373738539e-15       2.371278738858e-16      -8.676970842592e-17 
 1244       1.126487758678e-10       3.340532439482e-12       1.529347212923e-13       1.230380340780e-14       2.545193773306e-15       2.411181679901e-16      -8.748406890909e-17 
 1245       1.121503870134e-10       3.362226594507e-12       1.035238222853e-13       1.229206847606e-14       2.537045474078e-15       2.451478768547e-16      -8.818168408550e-17 
 1246       1.116577905038e-10       3.383665121161e-12       5.237593052466e-14       1.228032873404e-14       2.528928648667e-15       2.492178118991e-16      -8.886239987439e-17 
 1247       1.111710680966e-10       3.404841165366e-12      -4.780460996101e-16       1.226858634547e-14       2.520843181230e-15       2.533259056157e-16      -8.952623429364e-17 
 1248       1.106902791674e-10       3.425749021280e-12      -5.500421253258e-14       1.225684331213e-14       2.512788973663e-15       2.574693544801e-16      -9.017324913478e-17 
 1249       1.102154833068e-10       3.446382953453e-12      -1.111684195148e-13       1.224510164753e-14       2.504765925982e-15       2.616453363037e-16      -9.080350700525e-17 
 1250       1.097467403204e-10       3.466737196771e-12      -1.689362630496e-13       1.223336337687e-14       2.496773936314e-15       2.658510101951e-16      -9.141707133035e-17 
 1251       1.092841102292e-10       3.486805956399e-12      -2.282730838707e-13       1.222163053710e-14       2.488812900895e-15       2.700835165229e-16      -9.201400635517e-17 
 1252       1.088276532700e-10       3.506583407732e-12      -2.891439669093e-13       1.220990517696e-14       2.480882714064e-15       2.743399768776e-16      -9.259437714644e-17 
 1253       1.083774298954e-10       3.526063696336e-12      -3.515137407617e-13       1.219818935697e-14       2.472983268260e-15       2.786174940338e-16      -9.315824959455e-17 
 1254       1.079335007744e-10       3.545240937897e-12      -4.153469771566e-13       1.218648514945e-14       2.465114454013e-15       2.829131519130e-16      -9.370569041539e-17 
 1255       1.074959267926e-10       3.564109218164e-12      -4.806079904226e-13       1.217479463855e-14       2.457276159945e-15       2.872240155449e-16      -9.423676715234e-17 
 1256       1.070647690527e-10       3.582662592895e-12      -5.472608369553e-13       1.216311992031e-14       2.449468272761e-15       2.915471310307e-16      -9.475154817814e-17 
 1257       1.066400888744e-10       3.600895087805e-12      -6.152693146851e-13       1.215146310262e-14       2.441690677244e-15       2.958795255044e-16      -9.525010269683e-17 
 1258       1.062219477950e-10       3.618800698509e-12      -6.845969625443e-13       1.213982630526e-14       2.433943256253e-15       3.002182070956e-16      -9.573250074567e-17 
 1259       1.058104075697e-10       3.636373390469e-12      -7.552070599346e-13       1.212821165997e-14       2.426225890717e-15       3.045601648916e-16      -9.619881319710e-17 
 1260       1.054055301719e-10       3.653607098939e-12      -8.270626261945e-13       1.211662131040e-14       2.418538459628e-15       3.089023688997e-16      -9.664911176057e-17 
 1261       1.050073777934e-10       3.670495728911e-12      -9.001264200666e-13       1.210505741218e-14       2.410880840041e-15       3.132417700091e-16      -9.708346898458e-17 
 1262       1.046160128448e-10       3.687033155062e-12      -9.743609391651e-13       1.209352213294e-14       2.403252907065e-15       3.175752999537e-16      -9.750195825850e-17 
 1263       1.042314979556e-10       3.703213221696e-12      -1.049728419443e-12       1.208201765230e-14       2.395654533857e-15       3.218998712738e-16      -9.790465381456e-17 
 1264       1.038538959751e-10       3.719029742693e-12      -1.126190834660e-12       1.207054616192e-14       2.388085591625e-15       3.262123772787e-16      -9.829163072972e-17 
 1265       1.034832699719e-10       3.734476501454e-12      -1.203709895850e-12       1.205910986553e-14       2.380545949614e-15       3.305096920088e-16      -9.866296492766e-17 
 1266       1.031196832348e-10       3.749547250844e-12      -1.282247050786e-12       1.204771097892e-14       2.373035475105e-15       3.347886701979e-16      -9.901873318061e-17 
 1267       1.027631992729e-10       3.764235713144e-12      -1.361763483451e-12       1.203635172999e-14       2.365554033412e-15       3.390461472352e-16      -9.935901311136e-17 
 1268       1.024138818160e-10       3.778535579988e-12      -1.442220113505e-12       1.202503435875e-14       2.358101487876e-15       3.432789391281e-16      -9.968388319514e-17 
 1269       1.020717948145e-10       3.792440512315e-12      -1.523577595749e-12       1.201376111736e-14       2.350677699858e-15       3.474838424637e-16      -9.999342276154e-17 
 1270       1.017370024405e-10       3.805944140314e-12      -1.605796319597e-12       1.200253427016e-14       2.343282528735e-15       3.516576343716e-16      -1.002877119964e-16 
 1271       1.014095690874e-10       3.819040063366e-12      -1.688836408539e-12       1.199135609365e-14       2.335915831900e-15       3.557970724859e-16      -1.005668319439e-16 
 1272       1.010895593704e-10       3.831721849995e-12      -1.772657719611e-12       1.198022887656e-14       2.328577464749e-15       3.598988949075e-16      -1.008308645082e-16 
 1273       1.007770381270e-10       3.843983037807e-12      -1.857219842863e-12       1.196915491986e-14       2.321267280683e-15       3.639598201663e-16      -1.010798924557e-16 
 1274       1.004720704171e-10       3.855817133442e-12      -1.942482100825e-12       1.195813653676e-14       2.313985131101e-15       3.679765471835e-16      -1.013139994165e-16 
 1275       1.001747215235e-10       3.867217612517e-12      -2.028403547973e-12       1.194717605273e-14       2.306730865392e-15       3.719457552338e-16      -1.015332698868e-16 
 1276       9.988505695180e-11       3.878177919570e-12      -2.114942970200e-12       1.193627580559e-14       2.299504330936e-15       3.758641039076e-16      -1.017377892306e-16 
 1277       9.960314243133e-11       3.888691468008e-12      -2.202058884281e-12       1.192543814542e-14       2.292305373095e-15       3.797282330733e-16      -1.019276436817e-16 
 1278       9.932904391496e-11       3.898751640053e-12      -2.289709537340e-12       1.191466543470e-14       2.285133835210e-15       3.835347628397e-16      -1.021029203455e-16 
 1279       9.906282757958e-11       3.908351786686e-12      -2.377852906319e-12       1.190396004822e-14       2.277989558595e-15       3.872802935177e-16      -1.022637072009e-16 
 1280       9.880455982644e-11       3.917485227592e-12      -2.466446697444e-12       1.189332437322e-14       2.270872382532e-15       3.909614055832e-16      -1.024100931024e-16 
 1281       9.855430728138e-11       3.926145251108e-12      -2.555448345694e-12       1.188276080928e-14       2.263782144271e-15       3.945746596389e-16      -1.025421677819e-16 
 1282       9.831213679521e-11       3.934325114167e-12      -2.644815014267e-12       1.187227176848e-14       2.256718679015e-15       3.981165963768e-16      -1.026600218509e-16 
 1283       9.807811544396e-11       3.942018042245e-12      -2.734503594047e-12       1.186185967530e-14       2.249681819927e-15       4.015837365400e-16      -1.027637468017e-16 
 1284       9.785231052923e-11       3.949217229305e-12      -2.824470703073e-12       1.185152696673e-14       2.242671398117e-15       4.049725808857e-16      -1.028534350103e-16 
 1285       9.763476896361e-11       3.955917208108e-12      -2.914674435650e-12       1.184127577121e-14       2.235687258223e-15       4.082805068135e-16      -1.029291834248e-16 
 1286       9.742545516966e-11       3.962117978308e-12      -3.005079632535e-12       1.183110694161e-14       2.228729305347e-15       4.115084694936e-16      -1.029911046762e-16 
 1287       9.722431247497e-11       3.967820925216e-12      -3.095652669654e-12       1.182102101131e-14       2.221797458644e-15       4.146583313956e-16      -1.030393160981e-16 
 1288       9.703128366182e-11       3.973027453743e-12      -3.186359713489e-12       1.181101851424e-14       2.214891635781e-15       4.177319684371e-16      -1.030739360532e-16 
 1289       9.684631096590e-11       3.977738988440e-12      -3.277166720677e-12       1.180109998485e-14       2.208011752938e-15       4.207312700110e-16      -1.030950839354e-16 
 1290       9.666933607517e-11       3.981956973550e-12      -3.368039437599e-12       1.179126595815e-14       2.201157724801e-15       4.236581390128e-16      -1.031028801718e-16 
 1291       9.650030012868e-11       3.985682873047e-12      -3.458943399980e-12       1.178151696966e-14       2.194329464557e-15       4.265144918681e-16      -1.030974462253e-16 
 1292       9.633914371535e-11       3.988918170687e-12      -3.549843932479e-12       1.177185355545e-14       2.187526883895e-15       4.293022585597e-16      -1.030789045965e-16 
 1293       9.618580687281e-11       3.991664370048e-12      -3.640706148287e-12       1.176227625215e-14       2.180749892998e-15       4.320233826551e-16      -1.030473788258e-16 
 1294       9.604022908619e-11       3.993922994579e-12      -3.731494948717e-12       1.175278559687e-14       2.173998400542e-15       4.346798213340e-16      -1.030029934960e-16 
 1295       9.590234928692e-11       3.995695587640e-12      -3.822175022804e-12       1.174338212730e-14       2.167272313691e-15       4.372735454154e-16      -1.029458742340e-16 
 1296       9.577210585160e-11       3.996983712555e-12      -3.912710846896e-12       1.173406638164e-14       2.160571538094e-15       4.398065393850e-16      -1.028761477134e-16 
 1297       9.564943660074e-11       3.997788952650e-12      -4.003066684246e-12       1.172483889861e-14       2.153895977879e-15       4.422808014228e-16      -1.027939416564e-16 
 1298       9.553427879761e-11       3.998112911302e-12      -4.093206584614e-12       1.171570021749e-14       2.147245535655e-15       4.446983434300e-16      -1.026993848361e-16 
 1299       9.542656914705e-11       3.997957211983e-12      -4.183094383853e-12       1.170665087805e-14       2.140620112502e-15       4.470611910567e-16      -1.025926070787e-16 
 1300       9.532624379426e-11       3.997323498305e-12      -4.272693703511e-12       1.169769142062e-14       2.134019607969e-15       4.493713837294e-16      -1.024737392659e-16 
 1301       9.523323832365e-11       3.996213434065e-12      -4.361967950418e-12       1.168882238603e-14       2.127443920076e-15       4.516309746777e-16      -1.023429133365e-16 
 1302       9.514748775759e-11       3.994628703292e-12      -4.450880316288e-12       1.168004431565e-14       2.120892945299e-15       4.538420309623e-16      -1.022002622892e-16 
 1303       9.506892655530e-11       3.992571010289e-12      -4.539393777307e-12       1.167135775136e-14       2.114366578579e-15       4.560066335022e-16      -1.020459201845e-16 
 1304       9.499748861158e-11       3.990042079681e-12      -4.627471093731e-12       1.166276323559e-14       2.107864713309e-15       4.581268771018e-16      -1.018800221470e-16 
 1305       9.493310725570e-11       3.987043656459e-12      -4.715074809480e-12       1.165426131124e-14       2.101387241335e-15       4.602048704784e-16      -1.017027043673e-16 
 1306       9.487571525012e-11       3.983577506024e-12      -4.802167251732e-12       1.164585252178e-14       2.094934052949e-15       4.622427362898e-16      -1.015141041049e-16 
 1307       9.482524478941e-11       3.979645414235e-12      -4.888710530516e-12       1.163753741117e-14       2.088505036889e-15       4.642426111611e-16      -1.013143596893e-16 
 1308       9.478162749896e-11       3.975249187452e-12      -4.974666538310e-12       1.162931652390e-14       2.082100080333e-15       4.662066457127e-16      -1.011036105233e-16 
 1309       9.474479443385e-11       3.970390652581e-12      -5.059996949632e-12       1.162119040497e-14       2.075719068898e-15       4.681370045870e-16      -1.008819970844e-16 
 1310       9.471467607764e-11       3.965071657120e-12      -5.144663220637e-12       1.161315959988e-14       2.069361886629e-15       4.700358664765e-16      -1.006496609275e-16 
 1311       9.469120234121e-11       3.959294069204e-12      -5.228626588709e-12       1.160522465468e-14       2.063028416007e-15       4.719054241502e-16      -1.004067446867e-16 
 1312       9.467430256151e-11       3.953059777652e-12      -5.311848072058e-12       1.159738611590e-14       2.056718537934e-15       4.737478844820e-16      -1.001533920776e-16 
 1313       9.466390550044e-11       3.946370692008e-12      -5.394288469312e-12       1.158964453060e-14       2.050432131736e-15       4.755654684771e-16      -9.988974789986e-17 
 1314       9.465993934362e-11       3.939228742588e-12      -5.475908359113e-12       1.158200044633e-14       2.044169075159e-15       4.773604113002e-16      -9.961595803878e-17 
 1315       9.466233169921e-11       3.931635880527e-12      -5.556668099711e-12       1.157445441117e-14       2.037929244361e-15       4.791349623020e-16      -9.933216946794e-17 
 1316       9.467100959672e-11       3.923594077824e-12      -5.636527828560e-12       1.156700697370e-14       2.031712513913e-15       4.808913850474e-16      -9.903853025120e-17 
 1317       9.468589948583e-11       3.915105327383e-12      -5.715447461908e-12       1.155965868300e-14       2.025518756793e-15       4.826319573422e-16      -9.873518954493e-17 
 1318       9.470692723520e-11       3.906171643063e-12      -5.793386694396e-12       1.155241008868e-14       2.019347844384e-15       4.843589712607e-16      -9.842229760021e-17 
 1319       9.473401813125e-11       3.896795059721e-12      -5.870304998652e-12       1.154526174081e-14       2.013199646467e-15       4.860747331732e-16      -9.810000576502e-17 
 1320       9.476709687702e-11       3.886977633257e-12      -5.946161624883e-12       1.153821419000e-14       2.007074031221e-15       4.877815637730e-16      -9.776846648640e-17 
 1321       9.480608759096e-11       3.876721440659e-12      -6.020915600471e-12       1.153126798736e-14       2.000970865218e-15       4.894817981041e-16      -9.742783331267e-17 
 1322       9.485091380573e-11       3.866028580050e-12      -6.094525729566e-12       1.152442368448e-14       1.994890013419e-15       4.911777855884e-16      -9.707826089562e-17 
 1323       9.490149846703e-11       3.854901170732e-12      -6.166950592683e-12       1.151768183346e-14       1.988831339169e-15       4.928718900528e-16      -9.671990499268e-17 
 1324       9.495775659377e-11       3.843342125628e-12      -6.238153143032e-12       1.151104272243e-14       1.982794716583e-15       4.945659481414e-16      -9.635291106368e-17 
 1325       9.501957317243e-11       3.831357477862e-12      -6.308114551869e-12       1.150450557892e-14       1.976780067848e-15       4.962596379492e-16      -9.597737991886e-17 
 1326       9.508682501622e-11       3.818954079965e-12      -6.376820515237e-12       1.149806935768e-14       1.970787326323e-15       4.979520924267e-16      -9.559340169585e-17 
 1327       9.515938807987e-11       3.806138833903e-12      -6.444256671009e-12       1.149173300435e-14       1.964816424191e-15       4.996424393518e-16      -9.520106723210e-17 
 1328       9.523713745796e-11       3.792918691175e-12      -6.510408598799e-12       1.148549545541e-14       1.958867292448e-15       5.013298013197e-16      -9.480046806631e-17 
 1329       9.531994738318e-11       3.779300652913e-12      -6.575261819869e-12       1.147935563821e-14       1.952939860911e-15       5.030132957334e-16      -9.439169643981e-17 
 1330       9.540769122468e-11       3.765291769978e-12      -6.638801797037e-12       1.147331247090e-14       1.947034058205e-15       5.046920347939e-16      -9.397484529802e-17 
 1331       9.550024148638e-11       3.750899143059e-12      -6.701013934588e-12       1.146736486247e-14       1.941149811767e-15       5.063651254908e-16      -9.355000829180e-17 
 1332       9.559746980524e-11       3.736129922772e-12      -6.761883578183e-12       1.146151171265e-14       1.935287047842e-15       5.080316695923e-16      -9.311727977888e-17 
 1333       9.569924694961e-11       3.720991309755e-12      -6.821396014766e-12       1.145575191196e-14       1.929445691476e-15       5.096907636354e-16      -9.267675482531e-17 
 1334       9.580544281753e-11       3.705490554769e-12      -6.879536472474e-12       1.145008434167e-14       1.923625666518e-15       5.113414989168e-16      -9.222852920680e-17 
 1335       9.591592643501e-11       3.689634958795e-12      -6.936290120545e-12       1.144450787378e-14       1.917826895616e-15       5.129829614823e-16      -9.177269941019e-17 
 1336       9.603056595439e-11       3.673431873129e-12      -6.991642069228e-12       1.143902137097e-14       1.912049300213e-15       5.146142321181e-16      -9.130936263482e-17 
 1337       9.614922865260e-11       3.656888699487e-12      -7.045577369692e-12       1.143362368664e-14       1.906292800543e-15       5.162343863402e-16      -9.083861679398e-17 
 1338       9.627178092951e-11       3.640012890095e-12      -7.098081013935e-12       1.142831366485e-14       1.900557315633e-15       5.178424943854e-16      -9.036056051626e-17 
 1339       9.639808830620e-11       3.622811947794e-12      -7.149137934690e-12       1.142309014030e-14       1.894842763296e-15       5.194376212011e-16      -8.987529314703e-17 
 1340       9.652801542329e-11       3.605293426132e-12      -7.198733005337e-12       1.141795193834e-14       1.889149060128e-15       5.210188264361e-16      -8.938291474979e-17 
 1341       9.666142603928e-11       3.587464929467e-12      -7.246851039813e-12       1.141289787492e-14       1.883476121508e-15       5.225851644303e-16      -8.888352610762e-17 
 1342       9.679818302878e-11       3.569334113060e-12      -7.293476792515e-12       1.140792675657e-14       1.877823861593e-15       5.241356842055e-16      -8.837722872457e-17 
 1343       9.693814838091e-11       3.550908683179e-12      -7.338594958216e-12       1.140303738042e-14       1.872192193315e-15       5.256694294555e-16      -8.786412482706e-17 
 1344       9.708118319753e-11       3.532196397191e-12      -7.382190171969e-12       1.139822853414e-14       1.866581028381e-15       5.271854385364e-16      -8.734431736533e-17 
 1345       9.722714769160e-11       3.513205063664e-12      -7.424247009018e-12       1.139349899594e-14       1.860990277266e-15       5.286827444570e-16      -8.681791001481e-17 
 1346       9.737590118548e-11       3.493942542463e-12      -7.464749984707e-12       1.138884753453e-14       1.855419849215e-15       5.301603748691e-16      -8.628500717754e-17 
 1347       9.752730210922e-11       3.474416744850e-12      -7.503683554386e-12       1.138427290913e-14       1.849869652234e-15       5.316173520575e-16      -8.574571398358e-17 
 1348       9.768120799890e-11       3.454635633578e-12      -7.541032113325e-12       1.137977386944e-14       1.844339593094e-15       5.330526929308e-16      -8.520013629244e-17 
 1349       9.783747549491e-11       3.434607222996e-12      -7.576779996618e-12       1.137534915562e-14       1.838829577322e-15       5.344654090113e-16      -8.464838069446e-17 
 1350       9.799596034026e-11       3.414339579138e-12      -7.610911479094e-12       1.137099749825e-14       1.833339509203e-15       5.358545064255e-16      -8.409055451224e-17 
 1351       9.815651737891e-11       3.393840819828e-12      -7.643410775227e-12       1.136671761834e-14       1.827869291775e-15       5.372189858944e-16      -8.352676580203e-17 
 1352       9.831900055407e-11       3.373119114777e-12      -7.674262039043e-12       1.136250822731e-14       1.822418826826e-15       5.385578427237e-16      -8.295712335516e-17 
 1353       9.848326290652e-11       3.352182685676e-12      -7.703449364028e-12       1.135836802694e-14       1.816988014891e-15       5.398700667942e-16      -8.238173669945e-17 
 1354       9.864915657288e-11       3.331039806300e-12      -7.730956783041e-12       1.135429570939e-14       1.811576755250e-15       5.411546425520e-16      -8.180071610060e-17 
 1355       9.881653278397e-11       3.309698802604e-12      -7.756768268219e-12       1.135028995715e-14       1.806184945926e-15       5.424105489990e-16      -8.121417256362e-17 
 1356       9.898524186307e-11       3.288168052819e-12      -7.780867730887e-12       1.134634944305e-14       1.800812483680e-15       5.436367596830e-16      -8.062221783421e-17 
 1357       9.915513322428e-11       3.266455987554e-12      -7.803239021467e-12       1.134247283019e-14       1.795459264009e-15       5.448322426880e-16      -8.002496440022e-17 
 1358       9.932605537080e-11       3.244571089888e-12      -7.823865929387e-12       1.133865877200e-14       1.790125181145e-15       5.459959606247e-16      -7.942252549301e-17 
 1359       9.949785589322e-11       3.222521895475e-12      -7.842732182990e-12       1.133490591214e-14       1.784810128048e-15       5.471268706207e-16      -7.881501508890e-17 
 1360       9.967038146788e-11       3.200316992636e-12      -7.859821449442e-12       1.133121288452e-14       1.779513996407e-15       5.482239243106e-16      -7.820254791053e-17 
 1361       9.984347785513e-11       3.177965022462e-12      -7.875117334643e-12       1.132757831330e-14       1.774236676638e-15       5.492860678268e-16      -7.758523942833e-17 
 1362       1.000169898977e-10       3.155474678908e-12      -7.888603383133e-12       1.132400081282e-14       1.768978057876e-15       5.503122417893e-16      -7.696320586189e-17 
 1363       1.001907693583e-10       3.132854530441e-12      -7.900267578431e-12       1.132047892509e-14       1.763738037851e-15       5.513014237553e-16      -7.633656038266e-17 
 1364       1.003646985288e-10       3.110112482697e-12      -7.910115897062e-12       1.131701093145e-14       1.758516552625e-15       5.522527560856e-16      -7.570540167463e-17 
 1365       1.005386668709e-10       3.087256310252e-12      -7.918158899757e-12       1.131359503882e-14       1.753313547166e-15       5.531654194309e-16      -7.506982525376e-17 
 1366       1.007125631985e-10       3.064293834639e-12      -7.924407244423e-12       1.131022944207e-14       1.748128965501e-15       5.540385903898e-16      -7.442992725667e-17 
 1367       1.008862756772e-10       3.041232924437e-12      -7.928871686337e-12       1.130691232394e-14       1.742962750716e-15       5.548714415022e-16      -7.378580444184e-17 
 1368       1.010596918220e-10       3.018081495352e-12      -7.931563078348e-12       1.130364185507e-14       1.737814844950e-15       5.556631412421e-16      -7.313755419079e-17 
 1369       1.012326984971e-10       2.994847510309e-12      -7.932492371075e-12       1.130041619394e-14       1.732685189398e-15       5.564128540107e-16      -7.248527450919e-17 
 1370       1.014051819143e-10       2.971538979534e-12      -7.931670613108e-12       1.129723348686e-14       1.727573724302e-15       5.571197401297e-16      -7.182906402808e-17 
 1371       1.015770276316e-10       2.948163960644e-12      -7.929108951207e-12       1.129409186795e-14       1.722480388954e-15       5.577829558338e-16      -7.116902200500e-17 
 1372       1.017481205524e-10       2.924730558729e-12      -7.924818630500e-12       1.129098945911e-14       1.717405121694e-15       5.584016532645e-16      -7.050524832517e-17 
 1373       1.019183449243e-10       2.901246926446e-12      -7.918810994682e-12       1.128792437000e-14       1.712347859904e-15       5.589749804622e-16      -6.983784350264e-17 
 1374       1.020875843375e-10       2.877721264096e-12      -7.911097486219e-12       1.128489469803e-14       1.707308540008e-15       5.595020813603e-16      -6.916690868148e-17 
 1375       1.022557217242e-10       2.854161819718e-12      -7.901689646540e-12       1.128189852830e-14       1.702287097470e-15       5.599820957773e-16      -6.849254563692e-17 
 1376       1.024226393569e-10       2.830576889173e-12      -7.890599116242e-12       1.127893393361e-14       1.697283466794e-15       5.604141594104e-16      -6.781485677654e-17 
 1377       1.025882188475e-10       2.806974816228e-12      -7.877837635290e-12       1.127599897443e-14       1.692297581515e-15       5.607974038284e-16      -6.713394514139e-17 
 1378       1.027523411461e-10       2.783363992646e-12      -7.863417043209e-12       1.127309169887e-14       1.687329374205e-15       5.611309564647e-16      -6.644991440720e-17 
 1379       1.029148865396e-10       2.759752858273e-12      -7.847349279294e-12       1.127021014266e-14       1.682378776464e-15       5.614139406104e-16      -6.576286888553e-17 
 1380       1.030757346508e-10       2.736149901119e-12      -7.829646382799e-12       1.126735232912e-14       1.677445718923e-15       5.616454754074e-16      -6.507291352493e-17 
 1381       1.032347644372e-10       2.712563657451e-12      -7.810320493143e-12       1.126451626917e-14       1.672530131240e-15       5.618246758412e-16      -6.438015391211e-17 
 1382       1.033918541895e-10       2.689002711874e-12      -7.789383850109e-12       1.126169996124e-14       1.667631942094e-15       5.619506527343e-16      -6.368469627309e-17 
 1383       1.035468815307e-10       2.665475697424e-12      -7.766848794040e-12       1.125890139132e-14       1.662751079190e-15       5.620225127389e-16      -6.298664747438e-17 
 1384       1.036997234148e-10       2.641991295646e-12      -7.742727766040e-12       1.125611853289e-14       1.657887469251e-15       5.620393583302e-16      -6.228611502416e-17 
 1385       1.038502561258e-10       2.618558236689e-12      -7.717033308175e-12       1.125334934690e-14       1.653041038019e-15       5.620002877993e-16      -6.158320707339e-17 
 1386       1.039983552761e-10       2.595185299385e-12      -7.689778063670e-12       1.125059178177e-14       1.648211710250e-15       5.619043952463e-16      -6.087803241704e-17 
 1387       1.041438958058e-10       2.571881311341e-12      -7.660974777109e-12       1.124784377336e-14       1.643399409716e-15       5.617507705733e-16      -6.017070049520e-17 
 1388       1.042867519814e-10       2.548655149024e-12      -7.630636294636e-12       1.124510324493e-14       1.638604059198e-15       5.615384994777e-16      -5.946132139430e-17 
 1389       1.044267973941e-10       2.525515737845e-12      -7.598775564152e-12       1.124236810712e-14       1.633825580487e-15       5.612666634446e-16      -5.875000584822e-17 
 1390       1.045639049594e-10       2.502472052248e-12      -7.565405635515e-12       1.123963625794e-14       1.629063894381e-15       5.609343397407e-16      -5.803686523948e-17 
