# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1536       7.512861507773e-11       2.121664564123e-12       1.690731615675e-12       0.000000000000e+00       1.081998266852e-15       2.703371785243e-16       3.174861297910e-17 
 1537       7.465821137743e-11       2.139796170988e-12       1.691470264725e-12       0.000000000000e+00       1.079086251958e-15       2.681250075538e-16       3.208791789585e-17 
 1538       7.418930517031e-11       2.157911410374e-12       1.690660922225e-12       0.000000000000e+00       1.076183585624e-15       2.659241095244e-16       3.242186815126e-17 
 1539       7.372201102137e-11       2.176001860770e-12       1.688313175811e-12       0.000000000000e+00       1.073290233519e-15       2.637326793152e-16       3.275045913354e-17 
 1540       7.325644405430e-11       2.194059057572e-12       1.684436686486e-12       0.000000000000e+00       1.070406160891e-15       2.615489021863e-16       3.307368629663e-17 
 1541       7.279271995242e-11       2.212074493011e-12       1.679041188748e-12       0.000000000000e+00       1.067531332568e-15       2.593709537632e-16       3.339154516037e-17 
 1542       7.233095495954e-11       2.230039616084e-12       1.672136490728e-12       0.000000000000e+00       1.064665712952e-15       2.571970000205e-16       3.370403131066e-17 
 1543       7.187126588084e-11       2.247945832486e-12       1.663732474312e-12       0.000000000000e+00       1.061809266026e-15       2.550251972671e-16       3.401114039960e-17 
 1544       7.141377008376e-11       2.265784504539e-12       1.653839095283e-12       0.000000000000e+00       1.058961955346e-15       2.528536921295e-16       3.431286814566e-17 
 1545       7.095858549890e-11       2.283546951122e-12       1.642466383446e-12       0.000000000000e+00       1.056123744045e-15       2.506806215364e-16       3.460921033384e-17 
 1546       7.050583062087e-11       2.301224447604e-12       1.629624442763e-12       0.000000000000e+00       1.053294594828e-15       2.485041127032e-16       3.490016281583e-17 
 1547       7.005562450919e-11       2.318808225772e-12       1.615323451484e-12       0.000000000000e+00       1.050474469976e-15       2.463222831158e-16       3.518572151015e-17 
 1548       6.960808678917e-11       2.336289473762e-12       1.599573662278e-12       0.000000000000e+00       1.047663331339e-15       2.441332405152e-16       3.546588240232e-17 
 1549       6.916333765281e-11       2.353659335990e-12       1.582385402367e-12       0.000000000000e+00       1.044861140343e-15       2.419350828814e-16       3.574064154502e-17 
 1550       6.872149785964e-11       2.370908913085e-12       1.563769073656e-12       0.000000000000e+00       1.042067857982e-15       2.397258984179e-16       3.600999505824e-17 
 1551       6.828268873766e-11       2.388029261812e-12       1.543735152863e-12       0.000000000000e+00       1.039283444819e-15       2.375037655358e-16       3.627393912944e-17 
 1552       6.784703218419e-11       2.405011395013e-12       1.522294191657e-12       0.000000000000e+00       1.036507860990e-15       2.352667528382e-16       3.653247001372e-17 
 1553       6.741465066673e-11       2.421846281529e-12       1.499456816782e-12       0.000000000000e+00       1.033741066196e-15       2.330129191042e-16       3.678558403393e-17 
 1554       6.698566722390e-11       2.438524846133e-12       1.475233730196e-12       0.000000000000e+00       1.030983019706e-15       2.307403132733e-16       3.703327758091e-17 
 1555       6.656020546629e-11       2.455037969464e-12       1.449635709198e-12       0.000000000000e+00       1.028233680357e-15       2.284469744298e-16       3.727554711357e-17 
 1556       6.613838957732e-11       2.471376487952e-12       1.422673606560e-12       0.000000000000e+00       1.025493006551e-15       2.261309317865e-16       3.751238915908e-17 
 1557       6.572034431419e-11       2.487531193752e-12       1.394358350664e-12       0.000000000000e+00       1.022760956254e-15       2.237902046696e-16       3.774380031303e-17 
 1558       6.530618115892e-11       2.503493656708e-12       1.364703003139e-12       0.000000000000e+00       1.020037490383e-15       2.214233334272e-16       3.796977970243e-17 
 1559       6.489595662780e-11       2.519258698833e-12       1.333728952674e-12       0.000000000000e+00       1.017322583001e-15       2.190309776400e-16       3.819033639972e-17 
 1560       6.448971357229e-11       2.534821942921e-12       1.301459779624e-12       0.000000000000e+00       1.014616211214e-15       2.166143328855e-16       3.840548207865e-17 
 1561       6.408749499346e-11       2.550178992598e-12       1.267919204010e-12       0.000000000000e+00       1.011918351793e-15       2.141746011848e-16       3.861522855811e-17 
 1562       6.368934404221e-11       2.565325432288e-12       1.233131085751e-12       0.000000000000e+00       1.009228981178e-15       2.117129910132e-16       3.881958780233e-17 
 1563       6.329530401946e-11       2.580256827187e-12       1.197119424898e-12       0.000000000000e+00       1.006548075471e-15       2.092307173111e-16       3.901857192120e-17 
 1564       6.290541837633e-11       2.594968723233e-12       1.159908361868e-12       0.000000000000e+00       1.003875610437e-15       2.067290014942e-16       3.921219317053e-17 
 1565       6.251973071439e-11       2.609456647078e-12       1.121522177677e-12       0.000000000000e+00       1.001211561509e-15       2.042090714636e-16       3.940046395234e-17 
 1566       6.213828478579e-11       2.623716106058e-12       1.081985294174e-12       0.000000000000e+00       9.985559037769e-16       2.016721616171e-16       3.958339681516e-17 
 1567       6.176112449350e-11       2.637742588165e-12       1.041322274274e-12       0.000000000000e+00       9.959086119974e-16       1.991195128588e-16       3.976100445425e-17 
 1568       6.138829389152e-11       2.651531562017e-12       9.995578221893e-13       0.000000000000e+00       9.932696605861e-16       1.965523726102e-16       3.993329971195e-17 
 1569       6.101983718503e-11       2.665078476832e-12       9.567167836677e-13       0.000000000000e+00       9.906390236200e-16       1.939719948202e-16       4.010029557789e-17 
 1570       6.065579873066e-11       2.678378762396e-12       9.128241462224e-13       0.000000000000e+00       9.880166748359e-16       1.913796399762e-16       4.026200518934e-17 
 1571       6.029622303660e-11       2.691427829033e-12       8.679050393663e-13       0.000000000000e+00       9.854025876302e-16       1.887765751137e-16       4.041844183143e-17 
 1572       5.994115476290e-11       2.704221067583e-12       8.219847348458e-13       0.000000000000e+00       9.827967350576e-16       1.861640738276e-16       4.056961893744e-17 
 1573       5.959063872156e-11       2.716753849365e-12       7.750886468742e-13       0.000000000000e+00       9.801990898311e-16       1.835434162820e-16       4.071555008913e-17 
 1574       5.924471987684e-11       2.729021526152e-12       7.272423323650e-13       0.000000000000e+00       9.776096243208e-16       1.809158892214e-16       4.085624901695e-17 
 1575       5.890344334536e-11       2.741019430144e-12       6.784714911654e-13       0.000000000000e+00       9.750283105535e-16       1.782827859803e-16       4.099172960034e-17 
 1576       5.856685439636e-11       2.752742873933e-12       6.288019662898e-13       0.000000000000e+00       9.724551202118e-16       1.756454064944e-16       4.112200586805e-17 
 1577       5.823499845188e-11       2.764187150483e-12       5.782597441533e-13       0.000000000000e+00       9.698900246339e-16       1.730050573107e-16       4.124709199837e-17 
 1578       5.790792108697e-11       2.775347533091e-12       5.268709548053e-13       0.000000000000e+00       9.673329948123e-16       1.703630515979e-16       4.136700231942e-17 
 1579       5.758566802985e-11       2.786219275367e-12       4.746618721625e-13       0.000000000000e+00       9.647840013933e-16       1.677207091574e-16       4.148175130945e-17 
 1580       5.726828516218e-11       2.796797611201e-12       4.216589142431e-13       0.000000000000e+00       9.622430146769e-16       1.650793564330e-16       4.159135359708e-17 
 1581       5.695581851917e-11       2.807077754732e-12       3.678886433995e-13       0.000000000000e+00       9.597100046151e-16       1.624403265220e-16       4.169582396164e-17 
 1582       5.664831428987e-11       2.817054900325e-12       3.133777665525e-13       0.000000000000e+00       9.571849408123e-16       1.598049591853e-16       4.179517733338e-17 
 1583       5.634581881728e-11       2.826724222537e-12       2.581531354240e-13       0.000000000000e+00       9.546677925236e-16       1.571746008581e-16       4.188942879379e-17 
 1584       5.604837859863e-11       2.836080876090e-12       2.022417467711e-13       0.000000000000e+00       9.521585286550e-16       1.545506046602e-16       4.197859357589e-17 
 1585       5.575604028552e-11       2.845119995843e-12       1.456707426195e-13       0.000000000000e+00       9.496571177622e-16       1.519343304066e-16       4.206268706445e-17 
 1586       5.546885068415e-11       2.853836696760e-12       8.846741049649e-14       0.000000000000e+00       9.471635280500e-16       1.493271446178e-16       4.214172479635e-17 
 1587       5.518685675550e-11       2.862226073886e-12       3.065918366500e-14       0.000000000000e+00       9.446777273719e-16       1.467304205305e-16       4.221572246080e-17 
 1588       5.491010561555e-11       2.870283202315e-12      -2.772635864328e-14       0.000000000000e+00       9.421996832289e-16       1.441455381079e-16       4.228469589962e-17 
 1589       5.463864453546e-11       2.878003137161e-12      -8.666149099431e-14       0.000000000000e+00       9.397293627695e-16       1.415738840502e-16       4.234866110757e-17 
 1590       5.437252094177e-11       2.885380913529e-12      -1.461183415183e-13       0.000000000000e+00       9.372667327882e-16       1.390168518050e-16       4.240763423257e-17 
 1591       5.411178241663e-11       2.892411546488e-12      -2.060688916760e-13       0.000000000000e+00       9.348117597258e-16       1.364758415780e-16       4.246163157601e-17 
 1592       5.385647669793e-11       2.899090031040e-12      -2.664849760257e-13       0.000000000000e+00       9.323644096678e-16       1.339522603433e-16       4.251066959302e-17 
 1593       5.360665167958e-11       2.905411342095e-12      -3.273382819892e-13       0.000000000000e+00       9.299246483443e-16       1.314475218538e-16       4.255476489277e-17 
 1594       5.336235541165e-11       2.911370434435e-12      -3.886003496188e-13       0.000000000000e+00       9.274924411291e-16       1.289630466519e-16       4.259393423870e-17 
 1595       5.312363610061e-11       2.916962242692e-12      -4.502425713636e-13       0.000000000000e+00       9.250677530390e-16       1.265002620796e-16       4.262819454886e-17 
 1596       5.289054210948e-11       2.922181681317e-12      -5.122361918360e-13       0.000000000000e+00       9.226505487334e-16       1.240606022894e-16       4.265756289615e-17 
 1597       5.266310875538e-11       2.927024655455e-12      -5.745531962783e-13       0.000000000000e+00       9.202407952937e-16       1.216452953268e-16       4.268205880258e-17 
 1598       5.244131856925e-11       2.931491103762e-12      -6.371689853322e-13       0.000000000000e+00       9.178384705921e-16       1.192547222245e-16       4.270171114451e-17 
 1599       5.222514067250e-11       2.935581983407e-12      -7.000597243060e-13       0.000000000000e+00       9.154435549984e-16       1.168890520579e-16       4.271655131122e-17 
 1600       5.201454394619e-11       2.939298261712e-12      -7.632014565075e-13       0.000000000000e+00       9.130560286058e-16       1.145484543412e-16       4.272661091708e-17 
 1601       5.180949703064e-11       2.942640916170e-12      -8.265701030515e-13       0.000000000000e+00       9.106758712302e-16       1.122330990268e-16       4.273192180190e-17 
 1602       5.160996832502e-11       2.945610934467e-12      -8.901414626688e-13       0.000000000000e+00       9.083030624102e-16       1.099431565069e-16       4.273251603136e-17 
 1603       5.141592598690e-11       2.948209314497e-12      -9.538912115139e-13       0.000000000000e+00       9.059375814059e-16       1.076787976130e-16       4.272842589738e-17 
 1604       5.122733793185e-11       2.950437064385e-12      -1.017794902974e-12       0.000000000000e+00       9.035794071988e-16       1.054401936170e-16       4.271968391848e-17 
 1605       5.104417183301e-11       2.952295202500e-12      -1.081827967477e-12       0.000000000000e+00       9.012285184910e-16       1.032275162313e-16       4.270632284020e-17 
 1606       5.086639512065e-11       2.953784757479e-12      -1.145965712298e-12       0.000000000000e+00       8.988848937047e-16       1.010409376093e-16       4.268837563549e-17 
 1607       5.069397498178e-11       2.954906768243e-12      -1.210183321373e-12       0.000000000000e+00       8.965485109820e-16       9.888063034598e-17       4.266587550506e-17 
 1608       5.052687835971e-11       2.955662284015e-12      -1.274455855101e-12       0.000000000000e+00       8.942193481837e-16       9.674676747842e-17       4.263885587782e-17 
 1609       5.036507195365e-11       2.956052364341e-12      -1.338758250155e-12       0.000000000000e+00       8.918973828894e-16       9.463952248602e-17       4.260735041121e-17 
 1610       5.020852221823e-11       2.956078079107e-12      -1.403065319292e-12       0.000000000000e+00       8.895825923964e-16       9.255906929107e-17       4.257139299162e-17 
 1611       5.005719536314e-11       2.955740508558e-12      -1.467351751156e-12       0.000000000000e+00       8.872749537196e-16       9.050558225924e-17       4.253101773480e-17 
 1612       4.991105735270e-11       2.955040743316e-12      -1.531592110094e-12       0.000000000000e+00       8.849744435908e-16       8.847923620002e-17       4.248625898618e-17 
 1613       4.977007390539e-11       2.953979884402e-12      -1.595760835958e-12       0.000000000000e+00       8.826810384579e-16       8.648020636714e-17       4.243715132133e-17 
 1614       4.963421049350e-11       2.952559043250e-12      -1.659832243916e-12       0.000000000000e+00       8.803947144848e-16       8.450866845906e-17       4.238372954627e-17 
 1615       4.950343234262e-11       2.950779341726e-12      -1.723780524259e-12       0.000000000000e+00       8.781154475506e-16       8.256479861943e-17       4.232602869794e-17 
 1616       4.937770443131e-11       2.948641912154e-12      -1.787579742212e-12       0.000000000000e+00       8.758432132489e-16       8.064877343752e-17       4.226408404453e-17 
 1617       4.925699149062e-11       2.946147897322e-12      -1.851203837739e-12       0.000000000000e+00       8.735779868877e-16       7.876076994870e-17       4.219793108589e-17 
 1618       4.914125800369e-11       2.943298450515e-12      -1.914626625353e-12       0.000000000000e+00       8.713197434885e-16       7.690096563489e-17       4.212760555389e-17 
 1619       4.903046820530e-11       2.940094735520e-12      -1.977821793924e-12       0.000000000000e+00       8.690684577856e-16       7.506953842503e-17       4.205314341285e-17 
 1620       4.892458608148e-11       2.936537926655e-12      -2.040762906488e-12       0.000000000000e+00       8.668241042262e-16       7.326666669549e-17       4.197458085990e-17 
 1621       4.882357536910e-11       2.932629208783e-12      -2.103423400055e-12       0.000000000000e+00       8.645866569692e-16       7.149252927059e-17       4.189195432535e-17 
 1622       4.872739955540e-11       2.928369777330e-12      -2.165776585415e-12       0.000000000000e+00       8.623560898849e-16       6.974730542301e-17       4.180530047314e-17 
 1623       4.863602187759e-11       2.923760838308e-12      -2.227795646951e-12       0.000000000000e+00       8.601323765546e-16       6.803117487428e-17       4.171465620114e-17 
 1624       4.854940532245e-11       2.918803608328e-12      -2.289453642444e-12       0.000000000000e+00       8.579154902697e-16       6.634431779520e-17       4.162005864160e-17 
 1625       4.846751262588e-11       2.913499314622e-12      -2.350723502881e-12       0.000000000000e+00       8.557054040315e-16       6.468691480634e-17       4.152154516154e-17 
 1626       4.839030627248e-11       2.907849195062e-12      -2.411578032264e-12       0.000000000000e+00       8.535020905505e-16       6.305914697846e-17       4.141915336308e-17 
 1627       4.831774849514e-11       2.901854498177e-12      -2.471989907421e-12       0.000000000000e+00       8.513055222460e-16       6.146119583297e-17       4.131292108389e-17 
 1628       4.824980127462e-11       2.895516483173e-12      -2.531931677810e-12       0.000000000000e+00       8.491156712451e-16       5.989324334243e-17       4.120288639752e-17 
 1629       4.818642633912e-11       2.888836419951e-12      -2.591375765329e-12       0.000000000000e+00       8.469325093827e-16       5.835547193095e-17       4.108908761385e-17 
 1630       4.812758516385e-11       2.881815589125e-12      -2.650294464127e-12       0.000000000000e+00       8.447560082008e-16       5.684806447468e-17       4.097156327943e-17 
 1631       4.807323897063e-11       2.874455282043e-12      -2.708659940407e-12       0.000000000000e+00       8.425861389475e-16       5.537120430226e-17       4.085035217787e-17 
 1632       4.802334872744e-11       2.866756800802e-12      -2.766444232239e-12       0.000000000000e+00       8.404228725774e-16       5.392507519527e-17       4.072549333025e-17 
 1633       4.797787514802e-11       2.858721458269e-12      -2.823619249366e-12       0.000000000000e+00       8.382661797500e-16       5.250986138869e-17       4.059702599549e-17 
 1634       4.793677869144e-11       2.850350578103e-12      -2.880156773013e-12       0.000000000000e+00       8.361160308298e-16       5.112574757137e-17       4.046498967074e-17 
 1635       4.790001956170e-11       2.841645494765e-12      -2.936028455696e-12       0.000000000000e+00       8.339723958857e-16       4.977291888648e-17       4.032942409177e-17 
 1636       4.786755207344e-11       2.832608160651e-12      -2.991208731928e-12       0.000000000000e+00       8.318352469915e-16       4.845145458220e-17       4.019036847520e-17 
 1637       4.783930769511e-11       2.823242973357e-12      -3.045683579204e-12       0.000000000000e+00       8.297045651512e-16       4.716100792289e-17       4.004785923697e-17 
 1638       4.781521185332e-11       2.813554964789e-12      -3.099441834981e-12       0.000000000000e+00       8.275803334349e-16       4.590112341643e-17       3.990193225425e-17 
 1639       4.779518955229e-11       2.803549195586e-12      -3.152472292829e-12       0.000000000000e+00       8.254625346823e-16       4.467134289992e-17       3.975262362207e-17 
 1640       4.777916537312e-11       2.793230755164e-12      -3.204763702365e-12       0.000000000000e+00       8.233511515024e-16       4.347120553529e-17       3.959996965370e-17 
 1641       4.776706347314e-11       2.782604761762e-12      -3.256304769197e-12       0.000000000000e+00       8.212461662731e-16       4.230024780509e-17       3.944400688097e-17 
 1642       4.775880758522e-11       2.771676362492e-12      -3.307084154862e-12       0.000000000000e+00       8.191475611409e-16       4.115800350808e-17       3.928477205468e-17 
 1643       4.775432101712e-11       2.760450733378e-12      -3.357090476761e-12       0.000000000000e+00       8.170553180200e-16       4.004400375503e-17       3.912230214486e-17 
 1644       4.775352665080e-11       2.748933079408e-12      -3.406312308101e-12       0.000000000000e+00       8.149694185923e-16       3.895777696430e-17       3.895663434123e-17 
 1645       4.775634694172e-11       2.737128634577e-12      -3.454738177834e-12       0.000000000000e+00       8.128898443068e-16       3.789884885762e-17       3.878780605348e-17 
 1646       4.776270391821e-11       2.725042661932e-12      -3.502356570593e-12       0.000000000000e+00       8.108165763793e-16       3.686674245573e-17       3.861585491165e-17 
 1647       4.777251918080e-11       2.712680453622e-12      -3.549155926635e-12       0.000000000000e+00       8.087495957915e-16       3.586097807411e-17       3.844081876647e-17 
 1648       4.778571390149e-11       2.700047330937e-12      -3.595124641773e-12       0.000000000000e+00       8.066888832912e-16       3.488107331862e-17       3.826273568972e-17 
 1649       4.780220882311e-11       2.687148644362e-12      -3.640251067323e-12       0.000000000000e+00       8.046344193912e-16       3.392654308124e-17       3.808164397459e-17 
 1650       4.782192425866e-11       2.673989773616e-12      -3.684523510037e-12       0.000000000000e+00       8.025861843694e-16       3.299689953576e-17       3.789758213604e-17 
 1651       4.784478009062e-11       2.660576127703e-12      -3.727930232044e-12       0.000000000000e+00       8.005441582683e-16       3.209165213342e-17       3.771058891111e-17 
 1652       4.787069577026e-11       2.646913144952e-12      -3.770459450787e-12       0.000000000000e+00       7.985083208939e-16       3.121030759867e-17       3.752070325932e-17 
 1653       4.789959031698e-11       2.633006293070e-12      -3.812099338964e-12       0.000000000000e+00       7.964786518163e-16       3.035236992481e-17       3.732796436301e-17 
 1654       4.793138231766e-11       2.618861069183e-12      -3.852838024465e-12       0.000000000000e+00       7.944551303683e-16       2.951734036969e-17       3.713241162768e-17 
 1655       4.796598992594e-11       2.604482999883e-12      -3.892663590312e-12       0.000000000000e+00       7.924377356455e-16       2.870471745145e-17       3.693408468235e-17 
 1656       4.800333086158e-11       2.589877641273e-12      -3.931564074598e-12       0.000000000000e+00       7.904264465059e-16       2.791399694414e-17       3.673302337992e-17 
 1657       4.804332240975e-11       2.575050579015e-12      -3.969527470422e-12       0.000000000000e+00       7.884212415691e-16       2.714467187345e-17       3.652926779751e-17 
 1658       4.808588142041e-11       2.560007428376e-12      -4.006541725835e-12       0.000000000000e+00       7.864220992159e-16       2.639623251241e-17       3.632285823683e-17 
 1659       4.813092430758e-11       2.544753834270e-12      -4.042594743769e-12       0.000000000000e+00       7.844289975883e-16       2.566816637705e-17       3.611383522452e-17 
 1660       4.817836704870e-11       2.529295471308e-12      -4.077674381987e-12       0.000000000000e+00       7.824419145886e-16       2.495995822213e-17       3.590223951250e-17 
 1661       4.822812518395e-11       2.513638043842e-12      -4.111768453011e-12       0.000000000000e+00       7.804608278790e-16       2.427109003681e-17       3.568811207834e-17 
 1662       4.828011381556e-11       2.497787286011e-12      -4.144864724069e-12       0.000000000000e+00       7.784857148814e-16       2.360104104031e-17       3.547149412560e-17 
 1663       4.833424760715e-11       2.481748961788e-12      -4.176950917029e-12       0.000000000000e+00       7.765165527768e-16       2.294928767768e-17       3.525242708416e-17 
 1664       4.839044078305e-11       2.465528865025e-12      -4.208014708338e-12       0.000000000000e+00       7.745533185049e-16       2.231530361542e-17       3.503095261065e-17 
 1665       4.844860712764e-11       2.449132819496e-12      -4.238043728964e-12       0.000000000000e+00       7.725959887634e-16       2.169855973721e-17       3.480711258870e-17 
 1666       4.850865998463e-11       2.432566678950e-12      -4.267025564333e-12       0.000000000000e+00       7.706445400081e-16       2.109852413957e-17       3.458094912936e-17 
 1667       4.857051225647e-11       2.415836327150e-12      -4.294947754264e-12       0.000000000000e+00       7.686989484520e-16       2.051466212760e-17       3.435250457146e-17 
 1668       4.863407640357e-11       2.398947677921e-12      -4.321797792915e-12       0.000000000000e+00       7.667591900649e-16       1.994643621062e-17       3.412182148192e-17 
 1669       4.869926444372e-11       2.381906675198e-12      -4.347563128716e-12       0.000000000000e+00       7.648252405733e-16       1.939330609789e-17       3.388894265611e-17 
 1670       4.876598795135e-11       2.364719293069e-12      -4.372231164309e-12       0.000000000000e+00       7.628970754594e-16       1.885472869431e-17       3.365391111824e-17 
 1671       4.883415805689e-11       2.347391535822e-12      -4.395789256489e-12       0.000000000000e+00       7.609746699613e-16       1.833015809607e-17       3.341677012168e-17 
 1672       4.890368544610e-11       2.329929437993e-12      -4.418224716140e-12       0.000000000000e+00       7.590579990718e-16       1.781904558639e-17       3.317756314932e-17 
 1673       4.897448035936e-11       2.312339064407e-12      -4.439524808175e-12       0.000000000000e+00       7.571470375389e-16       1.732083963119e-17       3.293633391392e-17 
 1674       4.904645259103e-11       2.294626510228e-12      -4.459676751476e-12       0.000000000000e+00       7.552417598644e-16       1.683498587477e-17       3.269312635849e-17 
 1675       4.911951501610e-11       2.276797844528e-12      -4.478670758201e-12       0.000000000000e+00       7.533421422207e-16       1.636099776055e-17       3.244798249638e-17 
 1676       4.919359420532e-11       2.258858940371e-12      -4.496509180870e-12       0.000000000000e+00       7.514481682186e-16       1.589866907637e-17       3.220093591046e-17 
 1677       4.926861990144e-11       2.240815643336e-12      -4.513197445058e-12       0.000000000000e+00       7.495598231889e-16       1.544786325718e-17       3.195201819786e-17 
 1678       4.934452149978e-11       2.222673827901e-12      -4.528741017342e-12       0.000000000000e+00       7.476770922699e-16       1.500844292715e-17       3.170126112533e-17 
 1679       4.942122804772e-11       2.204439397488e-12      -4.543145405371e-12       0.000000000000e+00       7.457999604067e-16       1.458026989845e-17       3.144869662950e-17 
 1680       4.949866824412e-11       2.186118284504e-12      -4.556416157935e-12       0.000000000000e+00       7.439284123518e-16       1.416320516995e-17       3.119435681712e-17 
 1681       4.957677043885e-11       2.167716450387e-12      -4.568558865030e-12       0.000000000000e+00       7.420624326635e-16       1.375710892588e-17       3.093827396530e-17 
 1682       4.965546263226e-11       2.149239885647e-12      -4.579579157934e-12       0.000000000000e+00       7.402020057065e-16       1.336184053462e-17       3.068048052184e-17 
 1683       4.973467247462e-11       2.130694609911e-12      -4.589482709266e-12       0.000000000000e+00       7.383471156512e-16       1.297725854734e-17       3.042100910542e-17 
 1684       4.981432726565e-11       2.112086671967e-12      -4.598275233066e-12       0.000000000000e+00       7.364977464731e-16       1.260322069675e-17       3.015989250591e-17 
 1685       4.989435395394e-11       2.093422149805e-12      -4.605962484851e-12       0.000000000000e+00       7.346538819528e-16       1.223958389580e-17       2.989716368459e-17 
 1686       4.997467913647e-11       2.074707150663e-12      -4.612550261696e-12       0.000000000000e+00       7.328155056757e-16       1.188620423640e-17       2.963285577445e-17 
 1687       5.005522905807e-11       2.055947811070e-12      -4.618044402293e-12       0.000000000000e+00       7.309826010310e-16       1.154293698809e-17       2.936700208043e-17 
 1688       5.013592961088e-11       2.037150296888e-12      -4.622450787026e-12       0.000000000000e+00       7.291551512122e-16       1.120963659682e-17       2.909963607965e-17 
 1689       5.021670633387e-11       2.018320803357e-12      -4.625775338035e-12       0.000000000000e+00       7.273331392161e-16       1.088615668359e-17       2.883079142175e-17 
 1690       5.029748441226e-11       1.999465555136e-12      -4.628024019289e-12       0.000000000000e+00       7.255165478427e-16       1.057235004322e-17       2.856050192908e-17 
 1691       5.037818867705e-11       1.980590806352e-12      -4.629202836652e-12       0.000000000000e+00       7.237053596949e-16       1.026806864300e-17       2.828880159698e-17 
 1692       5.045874360446e-11       1.961702840636e-12      -4.629317837952e-12       0.000000000000e+00       7.218995571777e-16       9.973163621477e-18       2.801572459405e-17 
 1693       5.053907331543e-11       1.942807971172e-12      -4.628375113048e-12       0.000000000000e+00       7.200991224987e-16       9.687485287083e-18       2.774130526241e-17 
 1694       5.061910157505e-11       1.923912540739e-12      -4.626380793905e-12       0.000000000000e+00       7.183040376667e-16       9.410883116903e-18       2.746557811795e-17 
 1695       5.069875179212e-11       1.905022921753e-12      -4.623341054654e-12       0.000000000000e+00       7.165142844921e-16       9.143205755362e-18       2.718857785060e-17 
 1696       5.077794701853e-11       1.886145516312e-12      -4.619262111667e-12       0.000000000000e+00       7.147298445864e-16       8.884301012945e-18       2.691033932458e-17 
 1697       5.085660994883e-11       1.867286756239e-12      -4.614150223624e-12       0.000000000000e+00       7.129506993614e-16       8.634015864898e-18       2.663089757869e-17 
 1698       5.093466291962e-11       1.848453103126e-12      -4.608011691579e-12       0.000000000000e+00       7.111768300295e-16       8.392196449947e-18       2.635028782651e-17 
 1699       5.101202790909e-11       1.829651048377e-12      -4.600852859033e-12       0.000000000000e+00       7.094082176027e-16       8.158688069004e-18       2.606854545673e-17 
 1700       5.108862653646e-11       1.810887113251e-12      -4.592680112001e-12       0.000000000000e+00       7.076448428928e-16       7.933335183879e-18       2.578570603338e-17 
 1701       5.116438006148e-11       1.792167848904e-12      -4.583499879077e-12       0.000000000000e+00       7.058866865105e-16       7.715981415990e-18       2.550180529607e-17 
 1702       5.123920938389e-11       1.773499836438e-12      -4.573318631510e-12       0.000000000000e+00       7.041337288657e-16       7.506469545074e-18       2.521687916028e-17 
 1703       5.131303504289e-11       1.754889686938e-12      -4.562142883266e-12       0.000000000000e+00       7.023859501663e-16       7.304641507897e-18       2.493096371763e-17 
 1704       5.138577721665e-11       1.736344041519e-12      -4.549979191100e-12       0.000000000000e+00       7.006433304187e-16       7.110338396964e-18       2.464409523609e-17 
 1705       5.145735572175e-11       1.717869571370e-12      -4.536834154623e-12       0.000000000000e+00       6.989058494268e-16       6.923400459231e-18       2.435631016030e-17 
 1706       5.152769001266e-11       1.699472977793e-12      -4.522714416373e-12       0.000000000000e+00       6.971734867918e-16       6.743667094816e-18       2.406764511178e-17 
 1707       5.159669918127e-11       1.681160992253e-12      -4.507626661883e-12       0.000000000000e+00       6.954462219122e-16       6.570976855706e-18       2.377813688924e-17 
 1708       5.166430195627e-11       1.662940376416e-12      -4.491577619745e-12       0.000000000000e+00       6.937240339828e-16       6.405167444472e-18       2.348782246880e-17 
 1709       5.173041670271e-11       1.644817922194e-12      -4.474574061688e-12       0.000000000000e+00       6.920069019950e-16       6.246075712975e-18       2.319673900425e-17 
 1710       5.179496142144e-11       1.626800451791e-12      -4.456622802636e-12       0.000000000000e+00       6.902948047359e-16       6.093537661081e-18       2.290492382736e-17 
 1711       5.185785374859e-11       1.608894817743e-12      -4.437730700786e-12       0.000000000000e+00       6.885877207882e-16       5.947388435369e-18       2.261241444808e-17 
 1712       5.191901095506e-11       1.591107902964e-12      -4.417904657670e-12       0.000000000000e+00       6.868856285299e-16       5.807462327841e-18       2.231924855485e-17 
 1713       5.197834994596e-11       1.573446620787e-12      -4.397151618228e-12       0.000000000000e+00       6.851885061337e-16       5.673592774633e-18       2.202546401481e-17 
 1714       5.203579642570e-11       1.555917326757e-12      -4.375480120736e-12       0.000000000000e+00       6.834963331733e-16       5.545639710445e-18       2.173109807597e-17 
 1715       5.209131247968e-11       1.538524048434e-12      -4.352904960938e-12       0.000000000000e+00       6.818090954571e-16       5.423571889760e-18       2.143618496559e-17 
