# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  536       3.439080481930e-10       9.012317131270e-13      -2.133559948789e-12       0.000000000000e+00       6.074295513391e-14       1.114757524301e-15       1.736826058900e-16 
  537       3.439060251609e-10       9.084803798437e-13      -1.959015148449e-12       0.000000000000e+00       6.034007041813e-14       1.115959786999e-15       1.615643694241e-16 
  538       3.438730548291e-10       9.164346138745e-13      -1.785116301594e-12       0.000000000000e+00       5.994048226846e-14       1.118019061759e-15       1.495230353868e-16 
  539       3.438090867939e-10       9.250988927008e-13      -1.611987402179e-12       0.000000000000e+00       5.954413589793e-14       1.120912896731e-15       1.375596510406e-16 
  540       3.437140732496e-10       9.344776758399e-13      -1.439754093649e-12       0.000000000000e+00       5.915097496148e-14       1.124618399568e-15       1.256752619242e-16 
  541       3.435879690055e-10       9.445754046339e-13      -1.268543676197e-12       0.000000000000e+00       5.876094154725e-14       1.129112235226e-15       1.138709118120e-16 
  542       3.434307315019e-10       9.553965020374e-13      -1.098485114015e-12       0.000000000000e+00       5.837397616791e-14       1.134370623755e-15       1.021476426728e-16 
  543       3.432423208272e-10       9.669453724064e-13      -9.297090425536e-13       0.000000000000e+00       5.799001775206e-14       1.140369338093e-15       9.050649463007e-17 
  544       3.430227586441e-10       9.792248765664e-13      -7.623359099132e-13       0.000000000000e+00       5.760901315540e-14       1.147086801649e-15       7.894835665503e-17 
  545       3.427723066685e-10       9.922317125955e-13      -5.964400375301e-13       0.000000000000e+00       5.723094599182e-14       1.154513476625e-15       6.747351434099e-17 
  546       3.424912929991e-10       1.005960911018e-12      -4.320846121032e-13       0.000000000000e+00       5.685580855676e-14       1.162642722566e-15       5.608208994796e-17 
  547       3.421800536803e-10       1.020407347513e-12      -2.693334668972e-13       0.000000000000e+00       5.648359237229e-14       1.171467718343e-15       4.477419047221e-17 
  548       3.418389327422e-10       1.035565742091e-12      -1.082510841945e-13       0.000000000000e+00       5.611428818226e-14       1.180981461210e-15       3.354990754514e-17 
  549       3.414682822417e-10       1.051430658258e-12       5.109740225164e-14       0.000000000000e+00       5.574788594757e-14       1.191176765846e-15       2.240931733222e-17 
  550       3.410684623022e-10       1.067996502194e-12       2.086462047653e-13       0.000000000000e+00       5.538437484127e-14       1.202046263407e-15       1.135248043183e-17 
  551       3.406398411546e-10       1.085257521919e-12       3.643288792947e-13       0.000000000000e+00       5.502374324384e-14       1.213582400571e-15       3.794417741445e-19 
  552       3.401827951773e-10       1.103207806466e-12       5.180783229605e-13       0.000000000000e+00       5.466597873831e-14       1.225777438590e-15      -1.050976947997e-17 
  553       3.396977089369e-10       1.121841285054e-12       6.698267716026e-13       0.000000000000e+00       5.431106810548e-14       1.238623452338e-15      -2.131514004007e-17 
  554       3.391849752285e-10       1.141151726255e-12       8.195057973283e-13       0.000000000000e+00       5.395899731912e-14       1.252112329355e-15      -3.203667258726e-17 
  555       3.386449951161e-10       1.161132737170e-12       9.670463060591e-13       0.000000000000e+00       5.360975154113e-14       1.266235768901e-15      -4.267438587529e-17 
  556       3.380781779731e-10       1.181777762598e-12       1.112378535079e-12       0.000000000000e+00       5.326331511677e-14       1.280985281002e-15      -5.322831483170e-17 
  557       3.374849415228e-10       1.203080084208e-12       1.255432050582e-12       0.000000000000e+00       5.291967156981e-14       1.296352185496e-15      -6.369851065891e-17 
  558       3.368657118786e-10       1.225032819707e-12       1.396135745218e-12       0.000000000000e+00       5.257880359775e-14       1.312327611087e-15      -7.408504093535e-17 
  559       3.362209235847e-10       1.247628922019e-12       1.534417835643e-12       0.000000000000e+00       5.224069306701e-14       1.328902494389e-15      -8.438798971657e-17 
  560       3.355510196562e-10       1.270861178445e-12       1.670205860065e-12       0.000000000000e+00       5.190532100809e-14       1.346067578973e-15      -9.460745763635e-17 
  561       3.348564516198e-10       1.294722209847e-12       1.803426675791e-12       0.000000000000e+00       5.157266761079e-14       1.363813414423e-15      -1.047435620078e-16 
  562       3.341376795540e-10       1.319204469808e-12       1.934006456775e-12       0.000000000000e+00       5.124271221941e-14       1.382130355374e-15      -1.147964369246e-16 
  563       3.333951721300e-10       1.344300243811e-12       2.061870691169e-12       0.000000000000e+00       5.091543332790e-14       1.401008560570e-15      -1.247662333619e-16 
  564       3.326294066514e-10       1.370001648407e-12       2.186944178862e-12       0.000000000000e+00       5.059080857507e-14       1.420437991906e-15      -1.346531192776e-16 
  565       3.318408690951e-10       1.396300630385e-12       2.309151029038e-12       0.000000000000e+00       5.026881473982e-14       1.440408413478e-15      -1.444572797134e-16 
  566       3.310300541517e-10       1.423188965946e-12       2.428414657715e-12       0.000000000000e+00       4.994942773625e-14       1.460909390635e-15      -1.541789168959e-16 
  567       3.301974652659e-10       1.450658259875e-12       2.544657785297e-12       0.000000000000e+00       4.963262260891e-14       1.481930289020e-15      -1.638182503379e-16 
  568       3.293436146767e-10       1.478699944708e-12       2.657802434122e-12       0.000000000000e+00       4.931837352800e-14       1.503460273625e-15      -1.733755169391e-16 
  569       3.284690234582e-10       1.507305279907e-12       2.767769926004e-12       0.000000000000e+00       4.900665378451e-14       1.525488307838e-15      -1.828509710876e-16 
  570       3.275742215596e-10       1.536465351029e-12       2.874480879789e-12       0.000000000000e+00       4.869743578544e-14       1.548003152489e-15      -1.922448847611e-16 
  571       3.266597478461e-10       1.566171068901e-12       2.977855208895e-12       0.000000000000e+00       4.839069104899e-14       1.570993364900e-15      -2.015575476276e-16 
  572       3.257261501389e-10       1.596413168785e-12       3.077812118864e-12       0.000000000000e+00       4.808639019975e-14       1.594447297933e-15      -2.107892671466e-16 
  573       3.247739852558e-10       1.627182209556e-12       3.174270104907e-12       0.000000000000e+00       4.778450296389e-14       1.618353099041e-15      -2.199403686706e-16 
  574       3.238038190518e-10       1.658468572869e-12       3.267146949454e-12       0.000000000000e+00       4.748499816434e-14       1.642698709310e-15      -2.290111955458e-16 
  575       3.228162264591e-10       1.690262462330e-12       3.356359719698e-12       0.000000000000e+00       4.718784371599e-14       1.667471862516e-15      -2.380021092135e-16 
  576       3.218117915280e-10       1.722553902672e-12       3.441824765147e-12       0.000000000000e+00       4.689300662090e-14       1.692660084164e-15      -2.469134893109e-16 
  577       3.207911074669e-10       1.755332738920e-12       3.523457715167e-12       0.000000000000e+00       4.660045296344e-14       1.718250690546e-15      -2.557457337726e-16 
  578       3.197547766832e-10       1.788588635566e-12       3.601173476534e-12       0.000000000000e+00       4.631014790554e-14       1.744230787781e-15      -2.644992589315e-16 
  579       3.187034108231e-10       1.822311075742e-12       3.674886230976e-12       0.000000000000e+00       4.602205568182e-14       1.770587270869e-15      -2.731744996197e-16 
  580       3.176376308128e-10       1.856489360384e-12       3.744509432727e-12       0.000000000000e+00       4.573613959485e-14       1.797306822736e-15      -2.817719092701e-16 
  581       3.165580668980e-10       1.891112607414e-12       3.809955806070e-12       0.000000000000e+00       4.545236201027e-14       1.824375913285e-15      -2.902919600172e-16 
  582       3.154653586853e-10       1.926169750900e-12       3.871137342885e-12       0.000000000000e+00       4.517068435204e-14       1.851780798442e-15      -2.987351427982e-16 
  583       3.143601289862e-10       1.961649408228e-12       3.927979122842e-12       0.000000000000e+00       4.489107289741e-14       1.879509157207e-15      -3.071017200496e-16 
  584       3.132429045528e-10       1.997539479624e-12       3.980461158235e-12       0.000000000000e+00       4.461351633087e-14       1.907555049647e-15      -3.153909768035e-16 
  585       3.121141934420e-10       2.033827536989e-12       4.028577589653e-12       0.000000000000e+00       4.433800861925e-14       1.935914080880e-15      -3.236019510824e-16 
  586       3.109745110632e-10       2.070500954125e-12       4.072322960350e-12       0.000000000000e+00       4.406454324880e-14       1.964581773913e-15      -3.317336796241e-16 
  587       3.098243802094e-10       2.107546905863e-12       4.111692218664e-12       0.000000000000e+00       4.379311322246e-14       1.993553569263e-15      -3.397851978961e-16 
  588       3.086643310884e-10       2.144952367185e-12       4.146680720437e-12       0.000000000000e+00       4.352371105705e-14       2.022824824588e-15      -3.477555401095e-16 
  589       3.074949013542e-10       2.182704112351e-12       4.177284231433e-12       0.000000000000e+00       4.325632878056e-14       2.052390814309e-15      -3.556437392326e-16 
  590       3.063166361377e-10       2.220788714023e-12       4.203498929759e-12       0.000000000000e+00       4.299095792932e-14       2.082246729235e-15      -3.634488270051e-16 
  591       3.051300880787e-10       2.259192542390e-12       4.225321408284e-12       0.000000000000e+00       4.272758954528e-14       2.112387676194e-15      -3.711698339520e-16 
  592       3.039358173561e-10       2.297901764289e-12       4.242748677058e-12       0.000000000000e+00       4.246621417325e-14       2.142808677652e-15      -3.788057893973e-16 
  593       3.027343917199e-10       2.336902342337e-12       4.255778165729e-12       0.000000000000e+00       4.220682185808e-14       2.173504671343e-15      -3.863557214783e-16 
  594       3.015263865219e-10       2.376180034050e-12       4.264407725969e-12       0.000000000000e+00       4.194940214198e-14       2.204470509896e-15      -3.938186571590e-16 
  595       3.003123847474e-10       2.415720390970e-12       4.268635633884e-12       0.000000000000e+00       4.169394406165e-14       2.235700960453e-15      -4.011936222445e-16 
  596       2.990929770456e-10       2.455508757788e-12       4.268460592442e-12       0.000000000000e+00       4.144043614563e-14       2.267190704306e-15      -4.084796413947e-16 
  597       2.978687617616e-10       2.495530271472e-12       4.263881733887e-12       0.000000000000e+00       4.118886641142e-14       2.298934336513e-15      -4.156757381381e-16 
  598       2.966403449672e-10       2.535769860389e-12       4.254898622160e-12       0.000000000000e+00       4.093922236282e-14       2.330926365527e-15      -4.227809348860e-16 
  599       2.954083404921e-10       2.576212243430e-12       4.241511255320e-12       0.000000000000e+00       4.069149098708e-14       2.363161212826e-15      -4.297942529463e-16 
  600       2.941733699552e-10       2.616841929135e-12       4.223720067960e-12       0.000000000000e+00       4.044565875219e-14       2.395633212531e-15      -4.367147125373e-16 
  601       2.929360627957e-10       2.657643214820e-12       4.201525933628e-12       0.000000000000e+00       4.020171160408e-14       2.428336611037e-15      -4.435413328016e-16 
  602       2.916970563042e-10       2.698600185698e-12       4.174930167247e-12       0.000000000000e+00       3.995963496388e-14       2.461265566637e-15      -4.502731318204e-16 
  603       2.904569956542e-10       2.739696714006e-12       4.143934527534e-12       0.000000000000e+00       3.971941372515e-14       2.494414149150e-15      -4.569091266270e-16 
  604       2.892165339331e-10       2.780916458128e-12       4.108541219418e-12       0.000000000000e+00       3.948103225109e-14       2.527776339541e-15      -4.634483332207e-16 
  605       2.879763321734e-10       2.822242861725e-12       4.068752896461e-12       0.000000000000e+00       3.924447437181e-14       2.561346029553e-15      -4.698897665811e-16 
  606       2.867370593836e-10       2.863659152850e-12       4.024572663277e-12       0.000000000000e+00       3.900972338154e-14       2.595117021329e-15      -4.762324406818e-16 
  607       2.854993925802e-10       2.905148343084e-12       3.976004077952e-12       0.000000000000e+00       3.877676203588e-14       2.629083027041e-15      -4.824753685041e-16 
  608       2.842640168179e-10       2.946693226652e-12       3.923051154459e-12       0.000000000000e+00       3.854557254902e-14       2.663237668510e-15      -4.886175620514e-16 
  609       2.830316252216e-10       2.988276379552e-12       3.865718365084e-12       0.000000000000e+00       3.831613659098e-14       2.697574476838e-15      -4.946580323626e-16 
  610       2.818029190172e-10       3.029880158678e-12       3.804010642842e-12       0.000000000000e+00       3.808843528487e-14       2.732086892029e-15      -5.005957895264e-16 
  611       2.805786075626e-10       3.071486700947e-12       3.737933383895e-12       0.000000000000e+00       3.786244920406e-14       2.766768262619e-15      -5.064298426951e-16 
  612       2.793594083796e-10       3.113077922421e-12       3.667492449972e-12       0.000000000000e+00       3.763815836950e-14       2.801611845297e-15      -5.121592000984e-16 
  613       2.781460471842e-10       3.154635517434e-12       3.592694170792e-12       0.000000000000e+00       3.741554224689e-14       2.836610804534e-15      -5.177828690575e-16 
  614       2.769392579184e-10       3.196140957714e-12       3.513545346479e-12       0.000000000000e+00       3.719457974393e-14       2.871758212209e-15      -5.232998559990e-16 
  615       2.757397827814e-10       3.237575491512e-12       3.430053249982e-12       0.000000000000e+00       3.697524920758e-14       2.907047047231e-15      -5.287091664685e-16 
  616       2.745483722604e-10       3.278920142722e-12       3.342225629496e-12       0.000000000000e+00       3.675752842126e-14       2.942470195169e-15      -5.340098051449e-16 
  617       2.733657851621e-10       3.320155710009e-12       3.250070710880e-12       0.000000000000e+00       3.654139460211e-14       2.978020447875e-15      -5.392007758543e-16 
  618       2.721927886437e-10       3.361262765934e-12       3.153597200078e-12       0.000000000000e+00       3.632682439821e-14       3.013690503112e-15      -5.442810815838e-16 
  619       2.710301582444e-10       3.402221656075e-12       3.052814285537e-12       0.000000000000e+00       3.611379388581e-14       3.049472964176e-15      -5.492497244951e-16 
  620       2.698786779161e-10       3.443012498156e-12       2.947731640624e-12       0.000000000000e+00       3.590227856659e-14       3.085360339526e-15      -5.541057059392e-16 
  621       2.687391400551e-10       3.483615181170e-12       2.838359426051e-12       0.000000000000e+00       3.569225336488e-14       3.121345042407e-15      -5.588480264695e-16 
  622       2.676122652966e-10       3.524010849217e-12       2.724715738847e-12       0.000000000000e+00       3.548369626719e-14       3.157418486407e-15      -5.634760075085e-16 
  623       2.664984597728e-10       3.564186392968e-12       2.606849146004e-12       0.000000000000e+00       3.527659934017e-14       3.193568349615e-15      -5.679902645924e-16 
  624       2.653980522303e-10       3.604130061687e-12       2.484816683475e-12       0.000000000000e+00       3.507095796528e-14       3.229781245634e-15      -5.723917569527e-16 
  625       2.643113737579e-10       3.643829987627e-12       2.358676462112e-12       0.000000000000e+00       3.486676721824e-14       3.266043621199e-15      -5.766814680406e-16 
  626       2.632387577929e-10       3.683274185610e-12       2.228487672398e-12       0.000000000000e+00       3.466402186738e-14       3.302341755520e-15      -5.808604056409e-16 
  627       2.621805401278e-10       3.722450552619e-12       2.094310589165e-12       0.000000000000e+00       3.446271637199e-14       3.338661759629e-15      -5.849296019853e-16 
  628       2.611370589162e-10       3.761346867374e-12       1.956206576325e-12       0.000000000000e+00       3.426284488070e-14       3.374989575724e-15      -5.888901138660e-16 
  629       2.601086546797e-10       3.799950789923e-12       1.814238091591e-12       0.000000000000e+00       3.406440122984e-14       3.411310976518e-15      -5.927430227493e-16 
  630       2.590956703135e-10       3.838249861226e-12       1.668468691206e-12       0.000000000000e+00       3.386737894180e-14       3.447611564580e-15      -5.964894348888e-16 
  631       2.580984510934e-10       3.876231502735e-12       1.518963034665e-12       0.000000000000e+00       3.367177122339e-14       3.483876771688e-15      -6.001304814395e-16 
  632       2.571173446820e-10       3.913883015982e-12       1.365786889442e-12       0.000000000000e+00       3.347757096421e-14       3.520091858165e-15      -6.036673185706e-16 
  633       2.561527011347e-10       3.951191582165e-12       1.209007135717e-12       0.000000000000e+00       3.328477073500e-14       3.556241912236e-15      -6.071011275798e-16 
  634       2.552048729063e-10       3.988144261729e-12       1.048691771097e-12       0.000000000000e+00       3.309336278602e-14       3.592311849362e-15      -6.104331150061e-16 
  635       2.542742148576e-10       4.024727993950e-12       8.849099153468e-13       0.000000000000e+00       3.290333904538e-14       3.628286411596e-15      -6.136645127439e-16 
  636       2.533610842613e-10       4.060929596525e-12       7.177318151093e-13       0.000000000000e+00       3.271469111746e-14       3.664150166921e-15      -6.167965781562e-16 
  637       2.524658408085e-10       4.096735765152e-12       5.472288486339e-13       0.000000000000e+00       3.252741028120e-14       3.699887508602e-15      -6.198305941881e-16 
  638       2.515888466152e-10       4.132133073114e-12       3.734735305007e-13       0.000000000000e+00       3.234148748854e-14       3.735482654527e-15      -6.227678694806e-16 
  639       2.507304662283e-10       4.167107970867e-12       1.965395163463e-13       0.000000000000e+00       3.215691336272e-14       3.770919646555e-15      -6.256097384839e-16 
  640       2.498910666324e-10       4.201646785621e-12       1.650160758864e-14       0.000000000000e+00       3.197367819666e-14       3.806182349860e-15      -6.283575615710e-16 
  641       2.490710172559e-10       4.235735720928e-12      -1.665642438471e-13       0.000000000000e+00       3.179177195135e-14       3.841254452281e-15      -6.310127251510e-16 
  642       2.482706899771e-10       4.269360856262e-12      -3.525809308036e-13       0.000000000000e+00       3.161118425418e-14       3.876119463661e-15      -6.335766417832e-16 
  643       2.474904591311e-10       4.302508146610e-12      -5.414701861660e-13       0.000000000000e+00       3.143190439731e-14       3.910760715200e-15      -6.360507502900e-16 
  644       2.467307015156e-10       4.335163422048e-12      -7.331525781362e-13       0.000000000000e+00       3.125392133604e-14       3.945161358794e-15      -6.384365158707e-16 
  645       2.459917963977e-10       4.367312387335e-12      -9.275475055081e-13       0.000000000000e+00       3.107722368717e-14       3.979304366388e-15      -6.407354302150e-16 
  646       2.452741255200e-10       4.398940621489e-12      -1.124573192942e-12       0.000000000000e+00       3.090179972737e-14       4.013172529313e-15      -6.429490116166e-16 
  647       2.445780731068e-10       4.430033577377e-12      -1.324146686238e-12       0.000000000000e+00       3.072763739152e-14       4.046748457640e-15      -6.450788050867e-16 
  648       2.439040258708e-10       4.460576581298e-12      -1.526183847615e-12       0.000000000000e+00       3.055472427110e-14       4.080014579520e-15      -6.471263824673e-16 
  649       2.432523730193e-10       4.490554832567e-12      -1.730599350978e-12       0.000000000000e+00       3.038304761253e-14       4.112953140535e-15      -6.490933425450e-16 
  650       2.426235062603e-10       4.519953403099e-12      -1.937306677201e-12       0.000000000000e+00       3.021259431554e-14       4.145546203036e-15      -6.509813111644e-16 
  651       2.420178198093e-10       4.548757236996e-12      -2.146218109395e-12       0.000000000000e+00       3.004335093155e-14       4.177775645498e-15      -6.527919413418e-16 
  652       2.414357103953e-10       4.576951150128e-12      -2.357244728186e-12       0.000000000000e+00       2.987530366201e-14       4.209623161858e-15      -6.545269133782e-16 
  653       2.408775772672e-10       4.604519829721e-12      -2.570296406990e-12       0.000000000000e+00       2.970843835676e-14       4.241070260866e-15      -6.561879349736e-16 
  654       2.403438222003e-10       4.631447833940e-12      -2.785281807285e-12       0.000000000000e+00       2.954274051242e-14       4.272098265428e-15      -6.577767413398e-16 
  655       2.398348495025e-10       4.657719591472e-12      -3.002108373889e-12       0.000000000000e+00       2.937819527073e-14       4.302688311951e-15      -6.592950953146e-16 
  656       2.393510660207e-10       4.683319401113e-12      -3.220682330232e-12       0.000000000000e+00       2.921478741691e-14       4.332821349692e-15      -6.607447874747e-16 
  657       2.388928811471e-10       4.708231431352e-12      -3.440908673633e-12       0.000000000000e+00       2.905250137804e-14       4.362478140101e-15      -6.621276362494e-16 
  658       2.384607068257e-10       4.732439719954e-12      -3.662691170570e-12       0.000000000000e+00       2.889132122141e-14       4.391639256167e-15      -6.634454880346e-16 
  659       2.380549575583e-10       4.755928173545e-12      -3.885932351962e-12       0.000000000000e+00       2.873123065289e-14       4.420285081767e-15      -6.647002173057e-16 
  660       2.376760504113e-10       4.778680567200e-12      -4.110533508437e-12       0.000000000000e+00       2.857221301529e-14       4.448395811006e-15      -6.658937267312e-16 
  661       2.373243252022e-10       4.800682804444e-12      -4.336397921644e-12       0.000000000000e+00       2.841425362837e-14       4.475955861221e-15      -6.670274918515e-16 
  662       2.369998031161e-10       4.821929752821e-12      -4.563440645951e-12       0.000000000000e+00       2.825734686888e-14       4.502967220117e-15      -6.681011838623e-16 
  663       2.367024227788e-10       4.842418558243e-12      -4.791578933105e-12       0.000000000000e+00       2.810148924344e-14       4.529436391666e-15      -6.691140166852e-16 
  664       2.364321195792e-10       4.862146398420e-12      -5.020729011896e-12       0.000000000000e+00       2.794667705998e-14       4.555370009655e-15      -6.700651996418e-16 
  665       2.361888256532e-10       4.881110483062e-12      -5.250806084323e-12       0.000000000000e+00       2.779290642678e-14       4.580774838243e-15      -6.709539374426e-16 
  666       2.359724698687e-10       4.899308054088e-12      -5.481724321751e-12       0.000000000000e+00       2.764017325145e-14       4.605657772516e-15      -6.717794301753e-16 
  667       2.357829778097e-10       4.916736385827e-12      -5.713396861076e-12       0.000000000000e+00       2.748847323997e-14       4.630025839047e-15      -6.725408732936e-16 
  668       2.356202717608e-10       4.933392785222e-12      -5.945735800889e-12       0.000000000000e+00       2.733780189565e-14       4.653886196446e-15      -6.732374576056e-16 
  669       2.354842706918e-10       4.949274592039e-12      -6.178652197633e-12       0.000000000000e+00       2.718815451817e-14       4.677246135922e-15      -6.738683692629e-16 
  670       2.353748902421e-10       4.964379179064e-12      -6.412056061771e-12       0.000000000000e+00       2.703952620257e-14       4.700113081836e-15      -6.744327897486e-16 
  671       2.352920427051e-10       4.978703952314e-12      -6.645856353944e-12       0.000000000000e+00       2.689191183826e-14       4.722494592258e-15      -6.749298958665e-16 
  672       2.352356370128e-10       4.992246351239e-12      -6.879960981132e-12       0.000000000000e+00       2.674530610802e-14       4.744398359521e-15      -6.753588597293e-16 
  673       2.352055787198e-10       5.005003848925e-12      -7.114276792823e-12       0.000000000000e+00       2.659970348700e-14       4.765832210782e-15      -6.757188487477e-16 
  674       2.352017699885e-10       5.016973952301e-12      -7.348709577165e-12       0.000000000000e+00       2.645509824173e-14       4.786804108573e-15      -6.760090256185e-16 
  675       2.352241095730e-10       5.028154202341e-12      -7.583164057139e-12       0.000000000000e+00       2.631148442914e-14       4.807322151360e-15      -6.762285483134e-16 
  676       2.352724928036e-10       5.038542174272e-12      -7.817543886711e-12       0.000000000000e+00       2.616885589555e-14       4.827394574097e-15      -6.763765700680e-16 
  677       2.353468115716e-10       5.048135477772e-12      -8.051751647002e-12       0.000000000000e+00       2.602720627565e-14       4.847029748786e-15      -6.764522393699e-16 
  678       2.354469543133e-10       5.056931757182e-12      -8.285688842444e-12       0.000000000000e+00       2.588652899157e-14       4.866236185028e-15      -6.764546999476e-16 
  679       2.355728059949e-10       5.064928691705e-12      -8.519255896948e-12       0.000000000000e+00       2.574681725181e-14       4.885022530583e-15      -6.763830907592e-16 
  680       2.357242480964e-10       5.072123995612e-12      -8.752352150061e-12       0.000000000000e+00       2.560806405031e-14       4.903397571925e-15      -6.762365459806e-16 
  681       2.359011585969e-10       5.078515418449e-12      -8.984875853129e-12       0.000000000000e+00       2.547026216539e-14       4.921370234798e-15      -6.760141949949e-16 
  682       2.361034119580e-10       5.084100745236e-12      -9.216724165463e-12       0.000000000000e+00       2.533340415883e-14       4.938949584769e-15      -6.757151623801e-16 
  683       2.363308791093e-10       5.088877796676e-12      -9.447793150497e-12       0.000000000000e+00       2.519748237480e-14       4.956144827793e-15      -6.753385678986e-16 
  684       2.365834274319e-10       5.092844429357e-12      -9.677977771951e-12       0.000000000000e+00       2.506248893893e-14       4.972965310757e-15      -6.748835264852e-16 
  685       2.368609207437e-10       5.095998535958e-12      -9.907171889994e-12       0.000000000000e+00       2.492841575725e-14       4.989420522047e-15      -6.743491482360e-16 
  686       2.371632192833e-10       5.098338045454e-12      -1.013526825740e-11       0.000000000000e+00       2.479525451525e-14       5.005520092097e-15      -6.737345383970e-16 
  687       2.374901796946e-10       5.099860923315e-12      -1.036215851574e-11       0.000000000000e+00       2.466299667688e-14       5.021273793948e-15      -6.730387973527e-16 
  688       2.378416550114e-10       5.100565171719e-12      -1.058773319147e-11       0.000000000000e+00       2.453163348350e-14       5.036691543806e-15      -6.722610206148e-16 
  689       2.382174946416e-10       5.100448829750e-12      -1.081188169220e-11       0.000000000000e+00       2.440115595295e-14       5.051783401592e-15      -6.714002988105e-16 
  690       2.386175443519e-10       5.099509973603e-12      -1.103449230276e-11       0.000000000000e+00       2.427155487852e-14       5.066559571505e-15      -6.704557176718e-16 
  691       2.390416462521e-10       5.097746716791e-12      -1.125545218142e-11       0.000000000000e+00       2.414282082796e-14       5.081030402574e-15      -6.694263580235e-16 
  692       2.394896387797e-10       5.095157210350e-12      -1.147464735603e-11       0.000000000000e+00       2.401494414250e-14       5.095206389215e-15      -6.683112957721e-16 
  693       2.399613566842e-10       5.091739643037e-12      -1.169196272016e-11       0.000000000000e+00       2.388791493583e-14       5.109098171787e-15      -6.671096018943e-16 
  694       2.404566310116e-10       5.087492241543e-12      -1.190728202934e-11       0.000000000000e+00       2.376172309313e-14       5.122716537149e-15      -6.658203424258e-16 
  695       2.409752890888e-10       5.082413270692e-12      -1.212048789711e-11       0.000000000000e+00       2.363635827004e-14       5.136072419217e-15      -6.644425784499e-16 
  696       2.415171545084e-10       5.076501033647e-12      -1.233146179129e-11       0.000000000000e+00       2.351180989172e-14       5.149176899515e-15      -6.629753660859e-16 
  697       2.420820471126e-10       5.069753872112e-12      -1.254008403007e-11       0.000000000000e+00       2.338806715178e-14       5.162041207739e-15      -6.614177564779e-16 
  698       2.426697829781e-10       5.062170166543e-12      -1.274623377820e-11       0.000000000000e+00       2.326511901137e-14       5.174676722305e-15      -6.597687957836e-16 
  699       2.432801744005e-10       5.053748336343e-12      -1.294978904314e-11       0.000000000000e+00       2.314295419811e-14       5.187094970913e-15      -6.580275251627e-16 
  700       2.439129984397e-10       5.044488481876e-12      -1.315063836352e-11       0.000000000000e+00       2.302156274246e-14       5.199305114224e-15      -6.561933901333e-16 
  701       2.445679018710e-10       5.034397347595e-12      -1.334871614937e-11       0.000000000000e+00       2.290094062380e-14       5.211306338279e-15      -6.542674780213e-16 
  702       2.452444942232e-10       5.023483462697e-12      -1.354396807041e-11       0.000000000000e+00       2.278108521915e-14       5.223095304716e-15      -6.522513062650e-16 
  703       2.459423790154e-10       5.011755509293e-12      -1.373633942952e-11       0.000000000000e+00       2.266199377398e-14       5.234668653229e-15      -6.501464154705e-16 
  704       2.466611537336e-10       4.999222323013e-12      -1.392577516169e-11       0.000000000000e+00       2.254366340162e-14       5.246023001513e-15      -6.479543695002e-16 
  705       2.474004098074e-10       4.985892893609e-12      -1.411221983311e-11       0.000000000000e+00       2.242609108262e-14       5.257154945197e-15      -6.456767555617e-16 
  706       2.481597325865e-10       4.971776365565e-12      -1.429561764014e-11       0.000000000000e+00       2.230927366413e-14       5.268061057793e-15      -6.433151842964e-16 
  707       2.489387013181e-10       4.956882038699e-12      -1.447591240836e-11       0.000000000000e+00       2.219320785928e-14       5.278737890630e-15      -6.408712898683e-16 
  708       2.497368891232e-10       4.941219368773e-12      -1.465304759158e-11       0.000000000000e+00       2.207789024659e-14       5.289181972801e-15      -6.383467300529e-16 
  709       2.505538629733e-10       4.924797968096e-12      -1.482696627085e-11       0.000000000000e+00       2.196331726930e-14       5.299389811096e-15      -6.357431863256e-16 
  710       2.513891836677e-10       4.907627606129e-12      -1.499761115353e-11       0.000000000000e+00       2.184948523480e-14       5.309357889949e-15      -6.330623639508e-16 
  711       2.522424058096e-10       4.889718210096e-12      -1.516492457224e-11       0.000000000000e+00       2.173639031399e-14       5.319082671375e-15      -6.303059920703e-16 
  712       2.531130777833e-10       4.871079865584e-12      -1.532884848394e-11       0.000000000000e+00       2.162402854063e-14       5.328560594914e-15      -6.274758237923e-16 
  713       2.540007417309e-10       4.851722817151e-12      -1.548932446891e-11       0.000000000000e+00       2.151239581079e-14       5.337788077568e-15      -6.245736362802e-16 
  714       2.549049335290e-10       4.831657468936e-12      -1.564629372983e-11       0.000000000000e+00       2.140148788216e-14       5.346761513743e-15      -6.216012308408e-16 
  715       2.558251827654e-10       4.810894385256e-12      -1.579969709071e-11       0.000000000000e+00       2.129130037348e-14       5.355477275189e-15      -6.185604330138e-16 
  716       2.567610127161e-10       4.789444291222e-12      -1.594947499601e-11       0.000000000000e+00       2.118182876390e-14       5.363931710944e-15      -6.154530926599e-16 
